Category,State / UT Name,Jail Type Sl.No.,Jail Type,Number of jails,Jail Sl.No.,Jail Name,Contact No.,VC for Remand Purpose,VC for Trial Purpose,VC for Other Purpose,Location1,Location2,Email ID
State,Jharkhand,2,District Jail,17,6,Dist. Jail Chas,06542-265717,YES,YES,YES,"Dist. Jail Chas, Chas, Dist. Bokari-827013",NA,prisonbkr@gmail.com
State,Jharkhand,2,District Jail,17,7,Dist. Jail Simdega,06525-225593,YES,YES,YES,"Dist. Jail Simdega, Po Simdega, Dist. Simdega",NA,simdega.jail@gmail.com
State,Jharkhand,2,District Jail,17,8,Dist. Jail Saraikela,06597-234603,YES,YES,NO,"Dist. Jail Saraikela, PO & Dist. Saraikela-833219",NA,prisonsrk@gmail.com
State,Jharkhand,2,District Jail,17,9,Dist. Jail Jamtara,06433-222386,YES,YES,YES,"Dist. Jail Jamtara, PO & Dist. Jamtara-815351",NA,jmtjail@gmail.com
State,Jharkhand,2,District Jail,17,10,Dist. Jail Koderma,06534-252244,YES,NO,YES,"Dist. Jail Koderma, PO & DIST. Koderma-825410",NA,kodermajail@gmail.com
State,Jharkhand,2,District Jail,17,11,Dist. Jail Latehar,06565-247660,YES,NO,YES,"Dist. Jail Latehar, PO & Dist. Latehar-829206",NA,jailsuperintendent.latehar@gmail.com
State,Jharkhand,2,District Jail,17,12,Dist. Jail Lohardaga,"06526-224597, 223020",YES,YES,YES,"Dist. Jail Lohardaga, Po & Dist. Lohardaga-835302",NA,prisonlhd@gmail.com
State,Jharkhand,2,District Jail,17,13,Dist. Jail Pakur,06435-222338,YES,YES,YES,"Dist. Jail Pakur, PO & Dist. Pakur-816107",NA,suprintendent.pakur.jail@gmail.com
State,Jharkhand,2,District Jail,17,14,Dist. Jail Gumla,06524-223104,YES,YES,YES,"Dist. Jail Gumla, Po & Dist. Gumla-835207",NA,jailsuperintendent.gml@gmail.com
State,Jharkhand,2,District Jail,17,15,Dist. Jail Godda,06422-222090,YES,YES,YES,"Dist. Jail Godda, Near Sadar Hospital Godda",NA,distjailgodda@gmail.com
State,Jharkhand,2,District Jail,17,16,Dist. Jail Garhwa,06561-222104,YES,YES,YES,"Dist. Jail Garhwa, Po & Dist. Garhwa-822114",NA,jailsuperintendent.garhwa@gmail.com
State,Jharkhand,2,District Jail,17,17,Dist. Jail Chatra,06541-222420,YES,YES,YES,"Dist. Jail Chatra, Po & Dist. Chatra-825401",NA,chatra8.jail@gmail.com
State,Jharkhand,3,Sub Jail,5,1,Sub Jail Rajmahal,06426-228126,NO,YES,NO,"Sub Jail Rajmahal, Po Rajmahal, Dist. Sahibganj",NA,subjailrajmahal@gmail.com
State,Jharkhand,3,Sub Jail,5,2,Sub Jail Tenughat,06549-230654,YES,NO,YES,"Sub Jail Tenughat, Po Tenughat R B, Dist. Bokari",NA,tenughatjail.123@gmail.com
State,Jharkhand,3,Sub Jail,5,3,Sub Jail Khunti,06528-220853,YES,YES,YES,"Sub Jail Khunti, PO & Dist. Khunti-835210",NA,supt.khunti@gmail.com
State,Jharkhand,3,Sub Jail,5,4,Sub Jail Ghatshila,06585-225603,NO,YES,YES,"Sub Jail Ghatshila Raghungthdih, Po Dova",Dist. East Singhbhum-832303,jailghatshila@rediffmail.com
State,Jharkhand,3,Sub Jail,5,5,Sub Jail Ramgarh,7369016133,NO,NO,NO,"Sub Jail Ramgarh, Po Jamira",Dist. Ramgarh-825101,sj.ramgarh@gmail.com
State,Jharkhand,4,Borstal School,1,1,"Borstal School, Daltonganj",06562-222725,YES,YES,YES,"Borstal School Daltonganj, Po Daltonganj","dist. Medininagar, Palamu-822101",supt.dal@gmail.com
State,Jharkhand,5,Open Jail,1,1,"Open Jail cum Rehabilitation Centre, Hazaribag",06546-263408,NO,NO,NO,"Open Jail cum Rehabilitation Centre, Hazaribag,","Vill Kolhghatti-1, Po Reformatory School, Hazariba",prisonhzb@gmail.com
State,Karnataka,1,Central Jail,8,1,"Central Jail, Bangalore",080-25733809,YES,YES,NO,"Parappana Agrahar, Bangalore",NA,cpblr.prisons-kar@gov.in
State,Karnataka,1,Central Jail,8,2,"Central Jail, Belegum",0831-2405275,YES,YES,NO,"Hindalaga, Belgaum-591108",NA,NA
State,Karnataka,1,Central Jail,8,3,"Central Jail, Bellary",08392-255025,YES,YES,NO,Bellary-583103,NA,NA
State,Karnataka,1,Central Jail,8,4,"Central Jail, Bijapura",08352-272044,YES,YES,NO,Bijapur-586107,NA,NA
State,Karnataka,1,Central Jail,8,5,"Central Jail, Kalburgi",08472-212505,YES,YES,NO,Gulbarga-585102,NA,NA
State,Karnataka,1,Central Jail,8,6,"Central Jail, Mysore",0821-2492092,YES,YES,NO,"Ashoka Road, Mysore-570007",NA,NA
State,Karnataka,1,Central Jail,8,7,"Central Jail, Tumkur (women central prison)",0816-2260084,NO,NO,NO,Tumkur-572101,NA,NA
State,Karnataka,1,Central Jail,8,8,"Central Jail, Dharwad",0836-2447428,YES,YES,NO,Dharwad-580008,NA,cpdwd.prisons-kar@gov.in
State,Karnataka,2,District Jail,19,1,"District Jail, Bidar",08482-228225,YES,YES,NO,Bidar-585401,NA,NA
State,Karnataka,2,District Jail,19,2,"District Jail, Karwar",08382-226347,YES,YES,NO,Karwar-581301,NA,NA
State,Karnataka,2,District Jail,19,3,"District Jail, Madikeri",08272-228462,YES,YES,NO,Madikeri-571120,NA,NA
State,Karnataka,2,District Jail,19,4,"District Jail, Mangalore",0824-2492303,YES,YES,NO,Mangalore-575003,NA,NA
State,Karnataka,2,District Jail,19,5,"District Jail, Raichur",08532-226131,YES,YES,NO,Raichur-584101,NA,NA
State,Karnataka,2,District Jail,19,6,"District Jail, Shivamoga",08182-22629,YES,YES,NO,Shimoga-577201,NA,NA
State,Karnataka,2,District Jail,19,7,"District Jail, Bagalkote",08352-272050,YES,YES,NO,Bagalkote-587101,NA,NA
State,Karnataka,2,District Jail,19,8,"District Jail, Chitradurga",08914-234505,YES,YES,NO,Chitradurga-577501,NA,NA
State,Karnataka,2,District Jail,19,9,"District Jail, Chamarajanagara",08352-272052,YES,YES,NO,Chamarajnagar-571313,NA,NA
State,Karnataka,2,District Jail,19,10,"District Jail, Haveri",08352-272053,YES,YES,NO,Haveri-581110,NA,NA
State,Karnataka,2,District Jail,19,11,"District Jail, Ramanagara",08352-272054,YES,YES,NO,Ramanagaram-571511,NA,NA
State,Karnataka,2,District Jail,19,12,"District Jail, Tumkur",0816-2018686,YES,YES,NO,Tumkur-572101,NA,NA
State,Karnataka,2,District Jail,19,13,"District Jail, Chikkaballapura",08352-272056,NO,NO,NO,Chikkaballapura-562101,NA,NA
State,Karnataka,2,District Jail,19,14,"District Jail, Udupi",08352-272057,YES,NO,NO,Udupi-576101,NA,NA
State,Karnataka,2,District Jail,19,15,"District Jail, Koppala",08352-272058,NO,NO,NO,Koppal,NA,NA
State,Karnataka,2,District Jail,19,16,"District Jail, Chjikkamaglore",08262-222784,YES,YES,NO,Chickmaglur-577101,NA,NA
State,Karnataka,2,District Jail,19,17,"District Jail, Hassan",08172-268621,YES,YES,NO,Hassan-573201,NA,NA
State,Karnataka,2,District Jail,19,18,"District Jail, Kolar",08152-222301,YES,YES,NO,Kolar-563101,NA,NA
State,Karnataka,2,District Jail,19,19,"District Jail, Mandya",08232-220233,YES,YES,NO,Mandya-571401,NA,NA
State,Karnataka,3,Sub Jail,30,1,"Sub Jail, Allanda",08477-202997,NO,NO,NO,Alanda-585302 Gulbarga Dist.,NA,NA
State,Karnataka,3,Sub Jail,30,2,"Sub Jail, Arasikere",08174-32718,NO,NO,NO,Arasikere-573205 Hassan Dist.,NA,NA
State,Karnataka,3,Sub Jail,30,3,"Sub Jail, Aurad",08485-280210,NO,NO,NO,Aurad-585259 Bidar Dist.,NA,NA
State,Karnataka,3,Sub Jail,30,4,"Sub Jail, Badami",08357-265333,NO,NO,NO,Badami-587201 Bagalkote Dist.,NA,NA
State,Karnataka,3,Sub Jail,30,5,"Sub Jail, Bailahongala",08288-236503,NO,NO,NO,"Belgaum Dist, Bailahongala-591102",NA,NA
State,Karnataka,3,Sub Jail,30,6,"Sub Jail, Chinthamani",NA,NO,NO,NO,Chikkaballapura Dist.,NA,NA
State,Karnataka,3,Sub Jail,30,7,"Sub Jail, Devadurga",08531-200283,NO,NO,NO,"Devadurga-584111, Raichur Dist.",NA,NA
State,Karnataka,3,Sub Jail,30,8,"Sub Jail, Gadag",08372-546341,NO,NO,NO,Gadag-582101,NA,NA
State,Karnataka,3,Sub Jail,30,9,"Sub Jail, Gangavathi",08533-230609,NO,NO,NO,"Gangavathi-583337, Koppal Dist.",NA,NA
State,Karnataka,3,Sub Jail,30,10,"Sub Jail, Gokak",08332-225056,NO,NO,NO,"Gokak-591205, Belgaum Dist.",NA,NA
State,Karnataka,3,Sub Jail,30,11,"Sub Jail, Hadagli",08399-240664,NO,NO,NO,"Hadagali-583219, Bellary Dist.",NA,NA
State,Karnataka,3,Sub Jail,30,12,"Sub Jail, Hospet",08394-227087,NO,NO,NO,"Hospet-583201, Bellary Dist.",NA,NA
State,Karnataka,3,Sub Jail,30,13,"Sub Jail, Hubli",0836-235515,YES,YES,NO,"Hubli-580020, Dharwad Dist.",NA,NA
State,Karnataka,3,Sub Jail,30,14,"Sub Jail, Humnabad",08483-270408,NO,NO,NO,"Humnabad-585330, Bidar Dist.",NA,NA
State,Karnataka,3,Sub Jail,30,15,"Sub Jail, Jamakandi",08355-238019,NO,NO,NO,"Jamakhandi-587118, Bagalkote Dist.",NA,NA
State,Karnataka,3,Sub Jail,30,16,"Sub Jail, Kadur",NA,NO,NO,NO,"Kadur, Chickmaglur Dist.",NA,NA
State,Karnataka,3,Sub Jail,30,17,"Sub Jail, K R Nagar",08221-263313,NO,NO,NO,K R Nagar Mysore Dist.,NA,NA
State,Karnataka,3,Sub Jail,30,18,"Sub Jail, Kollegala",08224-254174,NO,NO,NO,Kollegala-571440 Chamarajnagar Dist.,NA,NA
State,Karnataka,3,Sub Jail,30,19,"Sub Jail, Lingasagoor",08537-257463,NO,NO,NO,"Lingasugur-584122, Raichur Dist.",NA,NA
State,Karnataka,3,Sub Jail,30,20,"Sub Jail, Manvi",08538-20054,NO,NO,NO,"Manvi-584123, Raichur Dist.",NA,NA
State,Karnataka,3,Sub Jail,30,21,"Sub Jail, Nanjangud",08221-226602,YES,YES,NO,"Nanjangudu-571301, Mysore Dist.-571302",NA,NA
State,Karnataka,3,Sub Jail,30,22,"Sub Jail, Narasimarajapura",08266-220676,NO,NO,NO,"Narashimarajapur-577134, Chickmaglur Dist.",NA,NA
State,Karnataka,3,Sub Jail,30,23,"Sub Jail, Sagar",08183-226503,NO,NO,NO,"Sagar-577401, Shimoga Dist.",NA,NA
State,Karnataka,3,Sub Jail,30,24,"Sub Jail, Shorapur",08443-256038,NO,NO,NO,"Shorapur-585224, Gulbarga Dist.",NA,NA
State,Karnataka,3,Sub Jail,30,25,"Sub Jail, Tarikere",08261-22351,NO,NO,NO,"Tarikere-577228, Chickmagalur Dist.",NA,NA
State,Karnataka,3,Sub Jail,30,26,"Sub Jail, Tipatur",08134-252581,NO,NO,NO,"Tiptur-572132, Tumkur Dist.",NA,NA
State,Karnataka,3,Sub Jail,30,27,"Sub Jail, Virajpet",08274-457562,NO,NO,NO,"Virajpet-571218, Kodagu Dist.",NA,NA
State,Karnataka,3,Sub Jail,30,28,"Sub Jail, Yadagiri",08473-253317,NO,NO,NO,"Yadgiri-585201, Gulbarga Dist.",NA,NA
State,Karnataka,3,Sub Jail,30,29,"Sub Jail, Yellapura",08419-262049,NO,NO,NO,"Yellapura-581359, North Canara Dist.",NA,NA
State,Karnataka,3,Sub Jail,30,30,"Sub Jail, Sakaleshapura",8173253317,NO,NO,NO,Sakaleshapur Hassan Dist.,NA,NA
State,Karnataka,4,Borstal School,1,1,Dharwad,NA,NO,NO,NO,Dharwad-580008,NA,NA
State,Karnataka,5,Open Jail,1,1,Koramangala,NA,NO,NO,NO,"Avathi Post, Koramangala Village, Devanahalli",NA,NA
State,Karnataka,6,Special Jail,2,1,Davanagere,08192-254446,YES,YES,NO,Davangere Dist.-577001,NA,NA
State,Karnataka,6,Special Jail,2,2,K G F,08153-274265,NO,NO,NO,KGF Kolar Dist.-563117,NA,NA
State,Karnataka,7,Other Jail,41,1,Ankola,NA,NO,NO,NO,"Ankola-581314, Karwar Dist.",NA,NA
State,Karnataka,7,Other Jail,41,2,Athani,NA,NO,NO,NO,Athani-591304,NA,NA
State,Karnataka,7,Other Jail,41,3,Bagewadi,NA,NO,NO,NO,"Bagewadi, Bijapur Dist.",NA,NA
State,Karnataka,7,Other Jail,41,4,Bhatkal,NA,NO,NO,NO,"Batkal-581320, Karwar Dist.",NA,NA
State,Karnataka,7,Other Jail,41,5,Buntwal,NA,NO,NO,NO,"Buntwal-574211, south Canara Dist.",NA,NA
State,Karnataka,7,Other Jail,41,6,Chickkodi,NA,NO,NO,NO,"Chikkodi-591205, Belgaum Dist.",NA,NA
State,Karnataka,7,Other Jail,41,7,Chincholi,NA,NO,NO,NO,"Chincholi-585307, Gulbarga Dist.",NA,NA
State,Karnataka,7,Other Jail,41,8,Doddaballapura,NA,NO,NO,NO,Bangalore Rural Dist.,NA,NA
State,Karnataka,7,Other Jail,41,9,Haliyal,NA,NO,NO,NO,"Haliyal-581329, North Canara Dist.",NA,NA
State,Karnataka,7,Other Jail,41,10,Hangal,NA,NO,NO,NO,"Hanagal-581104, Haveri Dist.",NA,NA
State,Karnataka,7,Other Jail,41,11,Harappanahalli,NA,NO,NO,NO,Davangere Dist.,NA,NA
State,Karnataka,7,Other Jail,41,12,Hirekerur,NA,NO,NO,NO,"Hirekerur-581111, Haveri Dsit.",NA,NA
State,Karnataka,7,Other Jail,41,13,Holenarasipura,NA,NO,NO,NO,"Holenarasipura-573211, Hassan Dist.",NA,NA
State,Karnataka,7,Other Jail,41,14,honnavara,NA,NO,NO,NO,"Honnavar-581311, Karwar Dist.",NA,NA
State,Karnataka,7,Other Jail,41,15,Hukkeri,NA,NO,NO,NO,"Hukkeri-591309, Belgaum Dist.",NA,NA
State,Karnataka,7,Other Jail,41,16,Hunasuru,NA,NO,NO,NO,"Hunsur-571105, Mysore Dist.",NA,NA
State,Karnataka,7,Other Jail,41,17,Hungund,NA,NO,NO,NO,"Hungunda-587118, Bagalkote dist.",NA,NA
State,Karnataka,7,Other Jail,41,18,Indi,NA,NO,NO,NO,"Indi-586209, Bijapur dist.",NA,NA
State,Karnataka,7,Other Jail,41,19,Karkala,NA,NO,NO,NO,"Karkal-574104, Mangalore Dist.",NA,NA
State,Karnataka,7,Other Jail,41,20,Khanapura,NA,NO,NO,NO,"Khanapur-591302, Belgaum Dist.",NA,NA
State,Karnataka,7,Other Jail,41,21,Kudalgi,NA,NO,NO,NO,"Kundlagi-583135, Bellary Dist.",NA,NA
State,Karnataka,7,Other Jail,41,22,Kumata,NA,NO,NO,NO,"Kumta-581343, Karwar Dist.",NA,NA
State,Karnataka,7,Other Jail,41,23,Kundapura,NA,NO,NO,NO,"Kundapur-576201, Udupi Dist.",NA,NA
State,Karnataka,7,Other Jail,41,24,kundgola,NA,NO,NO,NO,"Kundgol-581113, Dharwad Dist.",NA,NA
State,Karnataka,7,Other Jail,41,25,Kustagi,NA,NO,NO,NO,"Kustagi-584121, Bellary Dist.",NA,NA
State,Karnataka,7,Other Jail,41,26,Madugiri,NA,NO,NO,NO,"Madhugiri-572132, tumkur Dist.",NA,NA
State,Karnataka,7,Other Jail,41,27,Muddebhihal,NA,NO,NO,NO,"Muddebhihal-586212, Bijapur Dist.",NA,NA
State,Karnataka,7,Other Jail,41,28,Navalagund,NA,NO,NO,NO,"Navalagunda-582208, Dharwad Dist.",NA,NA
State,Karnataka,7,Other Jail,41,29,Puttur,NA,NO,NO,NO,"Puttur-574201, South Canara Dist.",NA,NA
State,Karnataka,7,Other Jail,41,30,Raibagh,NA,NO,NO,NO,"Raibagh-591317, Belgaum Dist.",NA,NA
State,Karnataka,7,Other Jail,41,31,Ramadurga,NA,NO,NO,NO,"Ramadurga-591123, Belgaum Dist.",NA,NA
State,Karnataka,7,Other Jail,41,32,Ranebennur,NA,NO,NO,NO,"Ranibennur-581115, Haveri Dist.",NA,NA
State,Karnataka,7,Other Jail,41,33,Rona,NA,NO,NO,NO,"Rona-582209, Gadag Dist.",NA,NA
State,Karnataka,7,Other Jail,41,34,Savadatti,NA,NO,NO,NO,"Saundatti-591128, Belgaum Dist.",NA,NA
State,Karnataka,7,Other Jail,41,35,Sedam,NA,NO,NO,NO,"Sedam-585222, Gulbarga Dist.",NA,NA
State,Karnataka,7,Other Jail,41,36,Shigom,NA,NO,NO,NO,"Siggav-581205, Haveri Dist.",NA,NA
State,Karnataka,7,Other Jail,41,37,Shirahatti,NA,NO,NO,NO,"Shiratti-582120, Gadag Dist.",NA,NA
State,Karnataka,7,Other Jail,41,38,Siddapur,NA,NO,NO,NO,"Siddapura-581355, Karwar Dist.",NA,NA
State,Karnataka,7,Other Jail,41,39,Sindagi,NA,NO,NO,NO,"Sindagi-586328, Bijapur Dist.",NA,NA
State,Karnataka,7,Other Jail,41,40,Sirsi,NA,NO,NO,NO,"Sirsi-581401, North Canara Dist.",NA,NA
State,Karnataka,7,Other Jail,41,41,"Juvenile Jails, Dharwad",NA,NO,NO,NO,Dharwad-580008,NA,NA
State,Kerala,1,Central Jail,3,1,"Central Jail, Thiruvananthapuram",0471-2342874,NO,NO,NO,"Central Jail, Poojappura, Thiruvananathapuram-012",NA,centralprisontvm@gmail.com
State,Kerala,1,Central Jail,3,2,"Central Jail, Viyyur",0487-2337907,YES,NO,NO,"Central Jail, Viyyur, Thrissur-680010",NA,centralprisonviyyur@gmail.com
State,Kerala,1,Central Jail,3,3,"Central Jail, Kannur",0497-2747180,YES,NO,NO,"Central Jail, Kannur-670004",NA,cpkannur@gmail.com
State,Kerala,2,District Jail,11,1,"District Jail, Thiruvananthapuram",0471-2344090,YES,NO,NO,"District Jail, Poojappura, Thiruvananthapuram",NA,districtjail.tvpm@gmail.com
State,Kerala,2,District Jail,11,2,"District Jail, Kollam",0474-2794819,NO,NO,NO,"District Jail, Kollam-691001",NA,districtjailkollam@gmail.com
State,Kerala,2,District Jail,11,3,"District Jail, Kozhikode",0495-2723003,NO,NO,NO,"District Jail, Kozhikode-673004",NA,supdtdistjailkkd@gmail.com
State,Kerala,2,District Jail,11,4,"District Jail, Ernakulam",0484-2428520,YES,NO,NO,"District Jail, Ernakulam-632018",NA,districtjailernakulam@gmail.com
State,Kerala,2,District Jail,11,5,"District Jail, Kannur",0497-2447320,NO,NO,NO,"District Jail, Kannur-670004",NA,NA
State,Kerala,2,District Jail,11,6,"District Jail, Viyyur",0487-2336060,YES,NO,NO,"District Jail, Viyyur-680010",NA,ssjviyyur@gmail.com
State,Kerala,2,District Jail,11,7,"District Jail, Alappuzha",0477-2253422,NO,NO,NO,"District Jail, Alappuzha-688001",NA,venicejail@gmail.com
State,Kerala,2,District Jail,11,8,"District Jail, Kottayam",0481-2560572,NO,NO,NO,"District Jail, Kottayam-686602",NA,ssjkottayam@gmail.com
State,Kerala,2,District Jail,11,9,"District Jail, Pathanamthitta",0468-2222346,NO,NO,NO,"District Jail, Pathanamthitta-686645",NA,subjailpta@gmail.com
State,Kerala,2,District Jail,11,10,"District Jail, Mananthavady",04935-274900,NO,NO,NO,"District Jail, Mananthavady, Wayand-670645",NA,sjmananthavady@gmail.com
State,Kerala,2,District Jail,11,11,"District Jail, Hosdurg",0467-2206403,NO,NO,NO,"District Jail, Hosdurg, Kasargod-671531",NA,sjhosdurg1@gmail.com
State,Kerala,3,Sub Jail,16,1,"Sub Jail, Aluva",0484-2623169,NO,NO,NO,"Sub Jail, Aluva, Ernakulam-683101",NA,subjailaluva@gmail.com
State,Kerala,3,Sub Jail,16,2,"Sub Jail, Chavakkad",0487-2507516,YES,NO,NO,"Sub Jail, Chavakkad, Thrissur-680506",NA,subjailchavakkad@gmail.com
State,Kerala,3,Sub Jail,16,3,"Sub Jail, Tirur",0494-2423120,NO,NO,NO,"Sub Jail, Tirur-676101",NA,tirusubjail@gmail.com
State,Kerala,3,Sub Jail,16,4,"Sub Jail, Ponnani",0494-2667400,NO,NO,NO,"Sub Jail, Ponnani, Malappuram-679583",NA,supdtsubjailponnani@gmail.com
State,Kerala,3,Sub Jail,16,5,"Sub Jail, Peermade",04869-232089,NO,NO,NO,"Sub Jail, Peermade, Idukki-685531",NA,subjailpeermade@gmail.com
State,Kerala,3,Sub Jail,16,6,"Sub Jail, Perinthalmanna",04933-227453,NO,NO,NO,"Sub Jail, Perinthalmanna, Mallapuram-679321",NA,subjailpmna@gmail.com
State,Kerala,3,Sub Jail,16,7,"Sub Jail, Ottappalam",0466-2244285,NO,NO,NO,"Sub Jail, Ottappalam, Palakkad-679101",NA,sjottapalam@gmail.com
State,Kerala,3,Sub Jail,16,8,"Sub Jail, Alathur",04922-222264,NO,NO,NO,"Sub Jail, Alathur, Palakkad-678541",NA,supdtsubjailalathur@gmail.com
State,Kerala,3,Sub Jail,16,9,"Sub Jail, Attingal",0470-2622343,YES,NO,NO,"Sub Jail, Attingal, Trivandrum-695101",NA,subjailatl@gmail.com
State,Kerala,3,Sub Jail,16,10,"Sub Jail, Kannur",0497-2705179,YES,NO,NO,"Sub Jail, Kannur-673004",NA,subjailkannurrajank@yahoo.in
State,Kerala,3,Sub Jail,16,11,"Sub Jail, Vadakara",0496-2522975,NO,NO,NO,"Sub Jail, Vadakara, Kozhikode-673101",NA,subjailvadakara@gmail.com
State,Kerala,3,Sub Jail,16,12,"Sub Jail, Koyilandy",0496-2620660,NO,NO,NO,"Sub Jail, Koyilandy, Kozhikode-673305",NA,subjailkoyilandy@gmail.com
State,Kerala,3,Sub Jail,16,13,"Sub Jail, Ernakulam",0484-2394349,YES,NO,NO,"Sub Jail, Ernakulam-632018",NA,ernakulamsubjail@gmail.com
State,Kerala,3,Sub Jail,16,14,"Sub Jail, Mattancherry",0484-24493,YES,NO,NO,"Sub Jail, Mattancherry, Ernakulam-682002",NA,subjailmattancherry@gmail.com
State,Kerala,3,Sub Jail,16,15,"Sub Jail, Meenachil (Pala)",04822-200940,YES,NO,NO,"Sub Jail, Meenachil (Pala) Kottayam-686575",NA,subjailmeenachil@gmail.com
State,Kerala,3,Sub Jail,16,16,Viyyur,0487-2323855,NO,NO,NO,"Sub Jail, Viyyur, Thrissur-680010",NA,subjailviyyur@gmail.com
State,Kerala,4,Women Jail,3,1,"Women's Prison, Trivandurm",0471-2452781,NO,NO,NO,"Women's Prison, Attakulangara, Trivandrum",NA,vanithajail@gmail.com
State,Kerala,4,Women Jail,3,2,"Women's Prison, Kannur",0497-2748310,YES,NO,NO,"Women's Prison, Kannur-670004",NA,womensprisonknr@gmail.com
State,Kerala,4,Women Jail,3,3,"Women's Prison, Viyyur",0487-2323336,NO,NO,NO,"Women's Prison, Viyyur, Thrissur-680010",NA,womensprisonviyyur@gmail.com
State,Kerala,5,Borstal School,1,1,"Borstal School, Kakkanad",0484-2421366,NO,NO,NO,"Borstal School, Thrikkakara, Kakkanad",Ernakulam-682037,borstalschoolknadu@gmail.com
State,Kerala,6,Open Jail,3,1,"Open Jail, Nettukaltheri",0472-2850044,NO,NO,NO,"Open Jail, Kattoor, Po Nettukaltheri, Tvpm-695574",NA,optvpm@gmail.com
State,Kerala,6,Open Jail,3,2,"Open Jail, Cheemeni",0467-2251390,NO,NO,NO,"Open Jail, Cheemeni, Kasargod-671313",NA,openprisoncheemeni@gmail.com
State,Kerala,6,Open Jail,3,3,"Women's Open Prison, Poojappura",0471-2452781,NO,NO,NO,"Women's Open Prison, Poojappura, Tvpm-695012",NA,vanithajail@gmail.com
State,Kerala,7,Special Jail,16,1,"Special Sub Jail, Kannur",0497-2748320,YES,NO,NO,"Special Sub Jail, Kannur-670004",NA,splsubjailkannur@gmail.com
State,Kerala,7,Special Jail,16,2,"Special Sub Jail, Trivandrum",0471-2345087,NO,NO,NO,"Special Sub Jail, Poojappura, Trivandrum-695012",NA,ssjtvpm@gmail.com
State,Kerala,7,Special Jail,16,3,"Special Sub Jail, Neyyattinkara",0471-2222596,NO,NO,NO,"Special Sub Jail, Neyyattinkara, Trivandrum-695121",NA,NA
State,Kerala,7,Special Jail,16,4,"Special Sub Jail, Thalassery",0490-2320570,YES,NO,NO,"Special Sub Jail, Thalassery, Kannur-670101",NA,splsubjailtly@gmail.com
State,Kerala,7,Special Jail,16,5,"Special Sub Jail, Kottarakkara",0474-2452652,NO,NO,NO,"Special Sub Jail, Kottarakkara-691531",NA,subjailktr@gmail.com
State,Kerala,7,Special Jail,16,6,"Special Sub Jail, Kasargod",04994-230281,NO,NO,NO,"Special Sub Jail, Kasargod-680021",NA,subjailksd@gmail.com
State,Kerala,7,Special Jail,16,7,"Special Sub Jail, Mavelikkara",0479-2302237,NO,NO,NO,"Special Sub Jail, Mavelikkara-690101",NA,subjailmvk@gmail.com
State,Kerala,7,Special Jail,16,8,"Special Sub Jail, Muvattupuzha",0485-2832372,NO,NO,NO,"Special Sub Jail, Muvattupuzha, Ernakulam-686661",NA,subjailmuvattupuzha@gmail.com
State,Kerala,7,Special Jail,16,9,"Special Sub Jail, Kozhikode",0495-2720391,NO,NO,NO,"Special Sub Jail, Kozhikode-673004",NA,ssjkkd2009@gmail.com
State,Kerala,7,Special Jail,16,10,"Special Sub Jail, Manjeri",0483-2766897,NO,NO,NO,"Special Sub Jail, Manjeri, Malappuram-676121",NA,subjailmanjeri@gmail.com
State,Kerala,7,Special Jail,16,11,"Special Sub Jail, Palakkad",0491-2534376,NO,NO,NO,"Special Sub Jail, Palakkad-678001",NA,subjailpkd2534@gmail.com
State,Kerala,7,Special Jail,16,12,"Special Sub Jail, Ponkunnam",04828-221290,NO,NO,NO,"Special Sub Jail, Ponkunnam, Kottayam-686506",NA,subjailponkunnam@gmail.com
State,Kerala,7,Special Jail,16,13,"Special Sub Jail, Vythiri",04936-255217,NO,NO,NO,"Special Sub Jail, Vythiri, Wayand-673576",NA,subjailvythiri@gmail.com
State,Kerala,7,Special Jail,16,14,"Special Sub Jail, Chittur",0492-3222982,NO,NO,NO,"Special Sub Jail, Chittur, Palakkad-678101",NA,subjailchittur@gmail.com
State,Kerala,7,Special Jail,16,15,"Special Sub Jail, Devikulam",04865-264226,NO,NO,NO,"Special Sub Jail, Devikulam, Idukki-685613",NA,sjdevikulam@gmail.com
State,Kerala,7,Special Jail,16,16,"Special Sub Jail, Irinjalakkuda",0480-2822541,YES,NO,NO,"Special Sub Jail, Irinjalakkuda, Thrissur-680121",NA,NA
State,Kerala,8,Other Jail,1,1,"State Inst. Of Correctional Admn., Tvpm",0471-2345754,NO,NO,NO,"Admn. & DIG, South Zone, Thevancode, Kalliyil PO.,","Kattakkada, Tvpm",sicatvm@gmail.com
State,Madhya Pradesh,1,Central Jail,11,1,Central Jail Indore,0731-2538141/2540020,YES,NO,NO,Central Jail Indore,NA,NA
State,Madhya Pradesh,1,Central Jail,11,2,Central Jail Gwalior,0751-2481921/2481552,YES,NO,NO,Central Jail Gwalior,NA,NA
State,Madhya Pradesh,1,Central Jail,11,3,Central Jail Jabalpur,0761/2621752/2620016,YES,NO,NO,Central Jail Jabalpur,NA,NA
State,Madhya Pradesh,1,Central Jail,11,4,Central Jail Bhopal,755-2742250/2742263,YES,NO,NO,Central Jail Bhopal,NA,NA
State,Madhya Pradesh,1,Central Jail,11,5,Central Jail Rewa,7662-252563/255335,NO,NO,NO,Central Jail Rewa,NA,NA
State,Madhya Pradesh,1,Central Jail,11,6,Central Jail Satna,07672-251490/251164,NO,NO,NO,"Central Jail Satna, Satna, MP",NA,NA
