state_name,is_state,year,gender,convicts,under_trial,detenues,others
Daman & Diu,0,2004,Male,Sikh,0,0,0,0
Daman & Diu,0,2005,Female,Christian,0,1,0,0
Daman & Diu,0,2005,Female,Hindu,0,0,0,0
Daman & Diu,0,2005,Female,Muslim,0,0,0,0
Daman & Diu,0,2005,Female,Others,0,0,0,0
Daman & Diu,0,2005,Female,Sikh,0,0,0,0
Daman & Diu,0,2005,Male,Christian,0,0,0,0
Daman & Diu,0,2005,Male,Hindu,11,19,0,0
Daman & Diu,0,2005,Male,Muslim,0,4,0,0
Daman & Diu,0,2005,Male,Others,0,0,0,0
Daman & Diu,0,2005,Male,Sikh,0,0,0,0
Daman & Diu,0,2006,Female,Christian,0,1,0,0
Daman & Diu,0,2006,Female,Hindu,0,0,0,0
Daman & Diu,0,2006,Female,Muslim,0,0,0,0
Daman & Diu,0,2006,Female,Others,0,0,0,0
Daman & Diu,0,2006,Female,Sikh,0,0,0,0
Daman & Diu,0,2006,Male,Christian,0,0,0,0
Daman & Diu,0,2006,Male,Hindu,12,34,0,0
Daman & Diu,0,2006,Male,Muslim,0,7,0,0
Daman & Diu,0,2006,Male,Others,0,0,0,0
Daman & Diu,0,2006,Male,Sikh,0,0,0,0
Daman & Diu,0,2007,Female,Christian,0,0,0,0
Daman & Diu,0,2007,Female,Hindu,2,3,0,0
Daman & Diu,0,2007,Female,Muslim,0,1,0,0
Daman & Diu,0,2007,Female,Others,0,0,0,0
Daman & Diu,0,2007,Female,Sikh,0,0,0,0
Daman & Diu,0,2007,Male,Christian,0,0,0,0
Daman & Diu,0,2007,Male,Hindu,8,46,0,0
Daman & Diu,0,2007,Male,Muslim,0,6,0,0
Daman & Diu,0,2007,Male,Others,0,0,0,0
Daman & Diu,0,2007,Male,Sikh,0,0,0,0
Daman & Diu,0,2008,Female,Christian,1,0,0,0
Daman & Diu,0,2008,Female,Hindu,1,1,0,0
Daman & Diu,0,2008,Female,Muslim,0,0,0,0
Daman & Diu,0,2008,Female,Others,0,0,0,0
Daman & Diu,0,2008,Female,Sikh,0,0,0,0
Daman & Diu,0,2008,Male,Christian,0,0,0,0
Daman & Diu,0,2008,Male,Hindu,14,20,0,0
Daman & Diu,0,2008,Male,Muslim,0,6,0,0
Daman & Diu,0,2008,Male,Others,0,0,0,0
Daman & Diu,0,2008,Male,Sikh,0,0,0,0
Daman & Diu,0,2009,Female,Christian,1,0,0,0
Daman & Diu,0,2009,Female,Hindu,0,0,0,0
Daman & Diu,0,2009,Female,Muslim,0,0,0,0
Daman & Diu,0,2009,Female,Others,0,0,0,0
Daman & Diu,0,2009,Female,Sikh,0,0,0,0
Daman & Diu,0,2009,Male,Christian,0,0,0,0
Daman & Diu,0,2009,Male,Hindu,15,21,0,0
Daman & Diu,0,2009,Male,Muslim,0,3,0,0
Daman & Diu,0,2009,Male,Others,0,0,0,0
Daman & Diu,0,2009,Male,Sikh,0,0,0,0
Daman & Diu,0,2010,Female,Christian,0,0,0,0
Daman & Diu,0,2010,Female,Hindu,1,0,0,0
Daman & Diu,0,2010,Female,Muslim,0,0,0,0
Daman & Diu,0,2010,Female,Others,0,0,0,0
Daman & Diu,0,2010,Female,Sikh,0,0,0,0
Daman & Diu,0,2010,Male,Christian,0,0,0,0
Daman & Diu,0,2010,Male,Hindu,13,11,0,0
Daman & Diu,0,2010,Male,Muslim,0,5,0,0
Daman & Diu,0,2010,Male,Others,0,0,0,0
Daman & Diu,0,2010,Male,Sikh,0,0,0,0
Daman & Diu,0,2011,Female,Christian,1,0,0,0
Daman & Diu,0,2011,Female,Hindu,0,0,0,0
Daman & Diu,0,2011,Female,Muslim,0,0,0,0
Daman & Diu,0,2011,Female,Others,0,0,0,0
Daman & Diu,0,2011,Female,Sikh,0,0,0,0
Daman & Diu,0,2011,Male,Christian,0,0,0,0
Daman & Diu,0,2011,Male,Hindu,11,17,0,0
Daman & Diu,0,2011,Male,Muslim,0,0,0,0
Daman & Diu,0,2011,Male,Others,0,0,0,0
Daman & Diu,0,2011,Male,Sikh,0,0,0,0
Daman & Diu,0,2012,Female,Christian,1,0,0,0
Daman & Diu,0,2012,Female,Hindu,0,1,0,0
Daman & Diu,0,2012,Female,Muslim,0,0,0,0
Daman & Diu,0,2012,Female,Others,0,0,0,0
Daman & Diu,0,2012,Female,Sikh,0,0,0,0
Daman & Diu,0,2012,Male,Christian,0,0,0,0
Daman & Diu,0,2012,Male,Hindu,13,7,0,0
Daman & Diu,0,2012,Male,Muslim,0,3,0,0
Daman & Diu,0,2012,Male,Others,0,0,0,0
Daman & Diu,0,2012,Male,Sikh,0,0,0,0
Daman & Diu,0,2013,Female,Christian,1,0,0,0
Daman & Diu,0,2013,Female,Hindu,0,0,0,0
Daman & Diu,0,2013,Female,Muslim,0,0,0,0
Daman & Diu,0,2013,Female,Others,0,0,0,0
Daman & Diu,0,2013,Female,Sikh,0,0,0,0
Daman & Diu,0,2013,Male,Christian,1,1,0,0
Daman & Diu,0,2013,Male,Hindu,16,34,0,0
Daman & Diu,0,2013,Male,Muslim,0,3,0,0
Daman & Diu,0,2013,Male,Others,0,0,0,0
Daman & Diu,0,2013,Male,Sikh,0,0,0,0
Delhi,0,2001,Female,Christian,2,21,0,0
Delhi,0,2001,Female,Hindu,84,176,1,0
Delhi,0,2001,Female,Muslim,24,150,0,0
Delhi,0,2001,Female,Others,0,0,0,0
Delhi,0,2001,Female,Sikh,7,39,0,0
Delhi,0,2001,Male,Christian,30,95,1,0
Delhi,0,2001,Male,Hindu,1526,5952,35,0
Delhi,0,2001,Male,Muslim,489,2149,11,0
Delhi,0,2001,Male,Others,1,7,1,0
Delhi,0,2001,Male,Sikh,58,163,1,0
Delhi,0,2002,Female,Christian,1,8,0,0
Delhi,0,2002,Female,Hindu,64,163,1,0
Delhi,0,2002,Female,Muslim,38,153,0,0
Delhi,0,2002,Female,Others,0,0,0,0
Delhi,0,2002,Female,Sikh,12,57,0,0
Delhi,0,2002,Male,Christian,25,77,1,0
Delhi,0,2002,Male,Hindu,1583,6662,27,0
Delhi,0,2002,Male,Muslim,515,2329,21,0
Delhi,0,2002,Male,Others,42,28,0,0
Delhi,0,2002,Male,Sikh,53,179,2,0
Delhi,0,2003,Female,Christian,3,9,1,0
Delhi,0,2003,Female,Hindu,99,338,0,0
Delhi,0,2003,Female,Muslim,10,67,0,0
Delhi,0,2003,Female,Others,0,0,0,0
Delhi,0,2003,Female,Sikh,2,21,0,0
Delhi,0,2003,Male,Christian,27,109,5,0
Delhi,0,2003,Male,Hindu,1497,6335,13,0
Delhi,0,2003,Male,Muslim,582,2769,15,0
Delhi,0,2003,Male,Others,4,49,2,0
Delhi,0,2003,Male,Sikh,42,169,4,0
Delhi,0,2004,Female,Christian,6,21,0,0
Delhi,0,2004,Female,Hindu,94,263,0,0
Delhi,0,2004,Female,Muslim,24,74,0,0
Delhi,0,2004,Female,Others,0,3,0,0
Delhi,0,2004,Female,Sikh,8,38,0,0
Delhi,0,2004,Male,Christian,31,84,0,0
Delhi,0,2004,Male,Hindu,1637,6826,2,0
Delhi,0,2004,Male,Muslim,638,2572,13,0
Delhi,0,2004,Male,Others,4,84,0,0
Delhi,0,2004,Male,Sikh,66,122,0,0
Delhi,0,2005,Female,Christian,6,19,0,0
Delhi,0,2005,Female,Hindu,82,258,0,0
Delhi,0,2005,Female,Muslim,22,56,0,0
Delhi,0,2005,Female,Others,0,2,0,0
Delhi,0,2005,Female,Sikh,7,35,0,0
Delhi,0,2005,Male,Christian,48,114,0,0
Delhi,0,2005,Male,Hindu,1581,6274,6,0
Delhi,0,2005,Male,Muslim,692,2661,10,0
Delhi,0,2005,Male,Others,5,64,0,0
Delhi,0,2005,Male,Sikh,67,308,0,0
Delhi,0,2006,Female,Christian,3,30,1,0
Delhi,0,2006,Female,Hindu,55,272,0,0
Delhi,0,2006,Female,Muslim,11,61,0,0
Delhi,0,2006,Female,Others,0,3,0,0
Delhi,0,2006,Female,Sikh,10,17,0,0
Delhi,0,2006,Male,Christian,54,118,2,0
Delhi,0,2006,Male,Hindu,1670,6868,3,0
Delhi,0,2006,Male,Muslim,587,3192,11,0
Delhi,0,2006,Male,Others,2,78,0,0
Delhi,0,2006,Male,Sikh,57,295,0,0
Delhi,0,2007,Female,Christian,1,50,0,0
Delhi,0,2007,Female,Hindu,54,253,0,0
Delhi,0,2007,Female,Muslim,7,92,0,0
Delhi,0,2007,Female,Others,0,0,0,0
Delhi,0,2007,Female,Sikh,1,27,0,0
Delhi,0,2007,Male,Christian,20,145,1,0
Delhi,0,2007,Male,Hindu,1620,5892,2,0
Delhi,0,2007,Male,Muslim,522,2638,20,0
Delhi,0,2007,Male,Others,9,28,0,0
Delhi,0,2007,Male,Sikh,34,189,0,0
Delhi,0,2008,Female,Christian,1,33,0,0
Delhi,0,2008,Female,Hindu,50,239,0,0
Delhi,0,2008,Female,Muslim,5,115,0,0
Delhi,0,2008,Female,Others,0,19,0,0
Delhi,0,2008,Female,Sikh,0,8,0,0
Delhi,0,2008,Male,Christian,13,139,0,0
Delhi,0,2008,Male,Hindu,1449,6210,5,4
Delhi,0,2008,Male,Muslim,428,2579,14,0
Delhi,0,2008,Male,Others,4,50,0,0
Delhi,0,2008,Male,Sikh,28,160,0,0
Delhi,0,2009,Female,Christian,1,30,0,0
Delhi,0,2009,Female,Hindu,69,224,0,0
Delhi,0,2009,Female,Muslim,10,96,0,0
Delhi,0,2009,Female,Others,2,6,0,0
Delhi,0,2009,Female,Sikh,1,8,0,0
Delhi,0,2009,Male,Christian,27,119,0,0
Delhi,0,2009,Male,Hindu,1624,6225,4,4
Delhi,0,2009,Male,Muslim,507,2094,11,1
Delhi,0,2009,Male,Others,9,26,0,0
Delhi,0,2009,Male,Sikh,45,103,0,0
Delhi,0,2010,Female,Christian,4,24,0,0
Delhi,0,2010,Female,Hindu,84,310,0,0
Delhi,0,2010,Female,Muslim,12,59,0,0
Delhi,0,2010,Female,Others,0,3,0,0
Delhi,0,2010,Female,Sikh,4,5,0,0
Delhi,0,2010,Male,Christian,23,122,0,0
Delhi,0,2010,Male,Hindu,2048,5449,3,3
Delhi,0,2010,Male,Muslim,520,1970,10,2
Delhi,0,2010,Male,Others,13,17,0,0
Delhi,0,2010,Male,Sikh,43,128,0,0
Delhi,0,2011,Female,Christian,8,17,0,0
Delhi,0,2011,Female,Hindu,92,316,0,0
Delhi,0,2011,Female,Muslim,12,64,0,0
Delhi,0,2011,Female,Others,0,4,0,0
Delhi,0,2011,Female,Sikh,4,9,0,0
Delhi,0,2011,Male,Christian,30,195,0,0
Delhi,0,2011,Male,Hindu,2366,6125,0,0
Delhi,0,2011,Male,Muslim,638,2038,6,0
Delhi,0,2011,Male,Others,1,9,0,0
Delhi,0,2011,Male,Sikh,56,134,0,0
Delhi,0,2012,Female,Christian,9,26,0,0
Delhi,0,2012,Female,Hindu,103,312,0,0
Delhi,0,2012,Female,Muslim,9,64,0,0
Delhi,0,2012,Female,Others,0,1,0,0
Delhi,0,2012,Female,Sikh,4,12,0,0
Delhi,0,2012,Male,Christian,31,200,0,0
Delhi,0,2012,Male,Hindu,2331,6208,1,2
Delhi,0,2012,Male,Muslim,662,1888,3,0
Delhi,0,2012,Male,Others,2,7,0,0
Delhi,0,2012,Male,Sikh,68,169,1,0
Delhi,0,2013,Female,Christian,7,33,0,0
Delhi,0,2013,Female,Hindu,114,352,0,0
Delhi,0,2013,Female,Muslim,12,74,0,0
Delhi,0,2013,Female,Others,3,1,0,0
Delhi,0,2013,Female,Sikh,5,14,0,0
Delhi,0,2013,Male,Christian,34,213,0,0
Delhi,0,2013,Male,Hindu,2521,7185,2,4
Delhi,0,2013,Male,Muslim,631,2125,3,0
Delhi,0,2013,Male,Others,2,12,0,0
Delhi,0,2013,Male,Sikh,59,145,1,0
Goa,1,2001,Female,Christian,2,1,0,0
Goa,1,2001,Female,Hindu,2,3,0,0
Goa,1,2001,Female,Muslim,0,3,0,0
Goa,1,2001,Female,Others,0,0,0,0
Goa,1,2001,Female,Sikh,0,0,0,0
Goa,1,2001,Male,Christian,44,53,0,0
Goa,1,2001,Male,Hindu,79,191,0,0
Goa,1,2001,Male,Muslim,28,43,0,0
Goa,1,2001,Male,Others,0,0,0,0
Goa,1,2001,Male,Sikh,3,0,0,0
Goa,1,2002,Female,Christian,1,0,0,0
Goa,1,2002,Female,Hindu,3,2,0,0
Goa,1,2002,Female,Muslim,0,3,0,0
Goa,1,2002,Female,Others,0,0,0,0
Goa,1,2002,Female,Sikh,0,0,0,0
Goa,1,2002,Male,Christian,36,38,0,0
Goa,1,2002,Male,Hindu,96,135,0,0
Goa,1,2002,Male,Muslim,13,23,0,0
Goa,1,2002,Male,Others,0,2,0,0
Goa,1,2002,Male,Sikh,0,0,0,0
Goa,1,2003,Female,Christian,1,2,0,0
Goa,1,2003,Female,Hindu,2,6,0,0
Goa,1,2003,Female,Muslim,0,1,0,0
Goa,1,2003,Female,Others,0,0,0,0
Goa,1,2003,Female,Sikh,0,0,0,0
Goa,1,2003,Male,Christian,39,102,0,0
Goa,1,2003,Male,Hindu,88,227,1,0
Goa,1,2003,Male,Muslim,10,45,0,0
Goa,1,2003,Male,Others,3,3,0,0
Goa,1,2003,Male,Sikh,0,2,0,0
Goa,1,2004,Female,Christian,0,5,0,0
Goa,1,2004,Female,Hindu,2,4,0,0
Goa,1,2004,Female,Muslim,0,0,0,0
Goa,1,2004,Female,Others,0,0,0,0
Goa,1,2004,Female,Sikh,0,0,0,0
Goa,1,2004,Male,Christian,37,48,0,0
Goa,1,2004,Male,Hindu,100,164,0,0
Goa,1,2004,Male,Muslim,11,35,0,0
Goa,1,2004,Male,Others,0,21,0,0
Goa,1,2004,Male,Sikh,0,0,0,0
Goa,1,2005,Female,Christian,0,2,0,0
Goa,1,2005,Female,Hindu,3,9,0,0
Goa,1,2005,Female,Muslim,0,5,0,0
Goa,1,2005,Female,Others,0,1,0,0
Goa,1,2005,Female,Sikh,0,0,0,0
Goa,1,2005,Male,Christian,33,39,0,0
Goa,1,2005,Male,Hindu,87,142,0,0
Goa,1,2005,Male,Muslim,13,36,0,0
Goa,1,2005,Male,Others,2,7,0,0
Goa,1,2005,Male,Sikh,0,5,0,0
Goa,1,2006,Female,Christian,0,2,0,0
Goa,1,2006,Female,Hindu,2,10,0,0
Goa,1,2006,Female,Muslim,0,3,0,0
Goa,1,2006,Female,Others,0,3,0,0
Goa,1,2006,Female,Sikh,0,0,0,0
Goa,1,2006,Male,Christian,26,46,0,0
Goa,1,2006,Male,Hindu,101,129,0,0
Goa,1,2006,Male,Muslim,14,38,0,0
Goa,1,2006,Male,Others,1,4,0,0
Goa,1,2006,Male,Sikh,0,1,0,0
Goa,1,2007,Female,Christian,0,4,0,0
Goa,1,2007,Female,Hindu,2,8,0,0
Goa,1,2007,Female,Muslim,0,6,0,0
Goa,1,2007,Female,Others,0,0,0,0
Goa,1,2007,Female,Sikh,0,0,0,0
Goa,1,2007,Male,Christian,33,29,0,0
Goa,1,2007,Male,Hindu,96,132,0,0
Goa,1,2007,Male,Muslim,16,28,0,0
Goa,1,2007,Male,Others,0,7,0,0
Goa,1,2007,Male,Sikh,0,5,0,0
Goa,1,2008,Female,Christian,1,2,0,0
Goa,1,2008,Female,Hindu,5,10,0,0
Goa,1,2008,Female,Muslim,2,3,0,0
Goa,1,2008,Female,Others,1,1,0,0
Goa,1,2008,Female,Sikh,0,0,0,0
Goa,1,2008,Male,Christian,31,39,0,0
Goa,1,2008,Male,Hindu,100,152,0,0
Goa,1,2008,Male,Muslim,8,40,0,0
Goa,1,2008,Male,Others,2,4,0,0
Goa,1,2008,Male,Sikh,0,2,0,0
Goa,1,2009,Female,Christian,2,8,0,0
Goa,1,2009,Female,Hindu,5,8,0,0
Goa,1,2009,Female,Muslim,0,8,0,0
Goa,1,2009,Female,Others,0,0,0,0
Goa,1,2009,Female,Sikh,0,0,0,0
Goa,1,2009,Male,Christian,33,45,0,0
Goa,1,2009,Male,Hindu,117,117,0,0
Goa,1,2009,Male,Muslim,29,46,0,0
Goa,1,2009,Male,Others,2,9,0,0
Goa,1,2009,Male,Sikh,0,3,0,0
Goa,1,2010,Female,Christian,3,9,0,0
Goa,1,2010,Female,Hindu,4,9,0,0
Goa,1,2010,Female,Muslim,1,9,0,0
Goa,1,2010,Female,Others,0,0,0,0
Goa,1,2010,Female,Sikh,0,0,0,0
Goa,1,2010,Male,Christian,33,59,0,0
Goa,1,2010,Male,Hindu,125,126,0,0
Goa,1,2010,Male,Muslim,11,57,0,0
Goa,1,2010,Male,Others,0,10,0,0
Goa,1,2010,Male,Sikh,0,0,0,0
Goa,1,2011,Female,Christian,2,6,0,0
Goa,1,2011,Female,Hindu,4,20,0,0
Goa,1,2011,Female,Muslim,0,2,0,0
Goa,1,2011,Female,Others,0,0,0,0
Goa,1,2011,Female,Sikh,0,0,0,0
Goa,1,2011,Male,Christian,30,48,0,0
Goa,1,2011,Male,Hindu,92,178,0,0
Goa,1,2011,Male,Muslim,16,91,0,0
Goa,1,2011,Male,Others,0,0,0,0
Goa,1,2011,Male,Sikh,0,0,0,0
Goa,1,2012,Female,Christian,1,2,0,0
Goa,1,2012,Female,Hindu,3,19,0,0
Goa,1,2012,Female,Muslim,0,3,0,0
Goa,1,2012,Female,Others,0,0,0,0
Goa,1,2012,Female,Sikh,0,0,0,0
Goa,1,2012,Male,Christian,30,62,0,0
Goa,1,2012,Male,Hindu,88,175,0,0
Goa,1,2012,Male,Muslim,14,75,0,0
Goa,1,2012,Male,Others,0,0,0,0
Goa,1,2012,Male,Sikh,0,0,0,0
Goa,1,2013,Female,Christian,2,5,0,0
Goa,1,2013,Female,Hindu,4,10,0,0
Goa,1,2013,Female,Muslim,1,6,0,0
Goa,1,2013,Female,Others,0,0,0,0
Goa,1,2013,Female,Sikh,0,0,0,0
Goa,1,2013,Male,Christian,22,64,0,0
Goa,1,2013,Male,Hindu,82,248,0,0
Goa,1,2013,Male,Muslim,16,60,0,0
Goa,1,2013,Male,Others,0,0,0,0
Goa,1,2013,Male,Sikh,0,3,0,0
Gujarat,1,2001,Female,Christian,3,1,1,0
Gujarat,1,2001,Female,Hindu,38,109,22,0
Gujarat,1,2001,Female,Muslim,8,28,5,0
Gujarat,1,2001,Female,Others,7,1,2,0
Gujarat,1,2001,Female,Sikh,2,0,0,0
Gujarat,1,2001,Male,Christian,20,53,6,0
Gujarat,1,2001,Male,Hindu,2020,3983,239,0
Gujarat,1,2001,Male,Muslim,677,1198,160,0
Gujarat,1,2001,Male,Others,134,120,13,0
Gujarat,1,2001,Male,Sikh,7,64,2,0
Gujarat,1,2002,Female,Christian,0,4,1,0
Gujarat,1,2002,Female,Hindu,69,110,27,0
Gujarat,1,2002,Female,Muslim,20,70,16,0
Gujarat,1,2002,Female,Others,3,2,1,0
Gujarat,1,2002,Female,Sikh,0,1,0,0
Gujarat,1,2002,Male,Christian,11,40,10,0
Gujarat,1,2002,Male,Hindu,2016,3995,305,0
Gujarat,1,2002,Male,Muslim,1070,2042,209,0
Gujarat,1,2002,Male,Others,93,35,5,0
Gujarat,1,2002,Male,Sikh,4,70,18,0
Gujarat,1,2003,Female,Christian,1,7,0,0
Gujarat,1,2003,Female,Hindu,90,173,50,0
Gujarat,1,2003,Female,Muslim,24,50,2,0
Gujarat,1,2003,Female,Others,2,2,0,0
Gujarat,1,2003,Female,Sikh,0,2,0,0
Gujarat,1,2003,Male,Christian,76,47,1,0
Gujarat,1,2003,Male,Hindu,2225,4245,216,0
Gujarat,1,2003,Male,Muslim,693,1809,105,0
Gujarat,1,2003,Male,Others,271,36,1,0
Gujarat,1,2003,Male,Sikh,46,50,2,0
Gujarat,1,2004,Female,Christian,0,7,0,0
Gujarat,1,2004,Female,Hindu,118,231,46,0
Gujarat,1,2004,Female,Muslim,24,57,10,0
Gujarat,1,2004,Female,Others,0,2,0,0
Gujarat,1,2004,Female,Sikh,0,0,0,0
Gujarat,1,2004,Male,Christian,66,64,1,0
Gujarat,1,2004,Male,Hindu,2695,4668,304,0
Gujarat,1,2004,Male,Muslim,956,2068,124,0
Gujarat,1,2004,Male,Others,9,42,1,0
Gujarat,1,2004,Male,Sikh,13,63,1,0
Gujarat,1,2005,Female,Christian,0,0,0,0
Gujarat,1,2005,Female,Hindu,114,183,14,0
Gujarat,1,2005,Female,Muslim,33,61,3,0
Gujarat,1,2005,Female,Others,0,2,0,0
Gujarat,1,2005,Female,Sikh,0,0,0,0
Gujarat,1,2005,Male,Christian,13,46,1,0
Gujarat,1,2005,Male,Hindu,2996,4294,199,0
Gujarat,1,2005,Male,Muslim,1262,1798,91,0
Gujarat,1,2005,Male,Others,15,25,3,0
Gujarat,1,2005,Male,Sikh,12,42,9,0
Gujarat,1,2006,Female,Christian,0,0,0,0
Gujarat,1,2006,Female,Hindu,140,224,40,0
Gujarat,1,2006,Female,Muslim,20,63,9,0
Gujarat,1,2006,Female,Others,0,2,0,0
Gujarat,1,2006,Female,Sikh,0,0,0,0
Gujarat,1,2006,Male,Christian,14,46,4,0
Gujarat,1,2006,Male,Hindu,3437,4157,203,0
Gujarat,1,2006,Male,Muslim,1315,1797,105,0
Gujarat,1,2006,Male,Others,74,19,13,0
Gujarat,1,2006,Male,Sikh,28,79,4,0
Gujarat,1,2007,Female,Christian,0,0,0,0
Gujarat,1,2007,Female,Hindu,161,263,153,0
Gujarat,1,2007,Female,Muslim,32,32,22,0
Gujarat,1,2007,Female,Others,0,0,0,0
Gujarat,1,2007,Female,Sikh,0,2,0,0
Gujarat,1,2007,Male,Christian,36,34,9,0
Gujarat,1,2007,Male,Hindu,3851,4169,522,0
Gujarat,1,2007,Male,Muslim,943,1311,159,0
Gujarat,1,2007,Male,Others,6,20,13,0
Gujarat,1,2007,Male,Sikh,40,55,9,0
Gujarat,1,2008,Female,Christian,0,2,0,0
Gujarat,1,2008,Female,Hindu,163,236,41,0
Gujarat,1,2008,Female,Muslim,44,51,5,0
Gujarat,1,2008,Female,Others,0,0,0,0
Gujarat,1,2008,Female,Sikh,1,2,0,0
Gujarat,1,2008,Male,Christian,50,40,1,0
Gujarat,1,2008,Male,Hindu,3312,5314,247,0
Gujarat,1,2008,Male,Muslim,1214,1281,84,0
Gujarat,1,2008,Male,Others,0,1,0,0
Gujarat,1,2008,Male,Sikh,143,44,3,0
Gujarat,1,2009,Female,Christian,0,0,0,0
Gujarat,1,2009,Female,Hindu,149,262,51,0
Gujarat,1,2009,Female,Muslim,34,77,7,0
Gujarat,1,2009,Female,Others,0,0,0,0
Gujarat,1,2009,Female,Sikh,1,2,1,0
Gujarat,1,2009,Male,Christian,45,46,4,0
Gujarat,1,2009,Male,Hindu,2829,4742,194,0
Gujarat,1,2009,Male,Muslim,1190,2030,96,0
Gujarat,1,2009,Male,Others,3,2,0,0
Gujarat,1,2009,Male,Sikh,129,45,3,0
Gujarat,1,2010,Female,Christian,1,3,0,0
Gujarat,1,2010,Female,Hindu,153,306,30,0
Gujarat,1,2010,Female,Muslim,36,39,4,0
Gujarat,1,2010,Female,Others,0,1,0,0
Gujarat,1,2010,Female,Sikh,1,2,0,0
Gujarat,1,2010,Male,Christian,27,26,0,0
Gujarat,1,2010,Male,Hindu,3119,5175,159,0
Gujarat,1,2010,Male,Muslim,814,1231,50,0
Gujarat,1,2010,Male,Others,165,81,0,0
Gujarat,1,2010,Male,Sikh,58,46,1,0
Gujarat,1,2011,Female,Christian,0,5,0,0
Gujarat,1,2011,Female,Hindu,142,273,37,0
Gujarat,1,2011,Female,Muslim,34,46,9,0
Gujarat,1,2011,Female,Others,0,3,0,0
Gujarat,1,2011,Female,Sikh,0,1,0,0
Gujarat,1,2011,Male,Christian,53,53,0,0
Gujarat,1,2011,Male,Hindu,3257,4709,254,0
Gujarat,1,2011,Male,Muslim,937,1455,101,0
Gujarat,1,2011,Male,Others,26,72,0,0
Gujarat,1,2011,Male,Sikh,55,79,0,0
Gujarat,1,2012,Female,Christian,4,5,0,0
Gujarat,1,2012,Female,Hindu,144,250,38,0
Gujarat,1,2012,Female,Muslim,34,62,13,0
Gujarat,1,2012,Female,Others,0,4,0,0
Gujarat,1,2012,Female,Sikh,2,6,0,0
Gujarat,1,2012,Male,Christian,22,79,7,0
Gujarat,1,2012,Male,Hindu,3302,4569,312,0
Gujarat,1,2012,Male,Muslim,898,1521,138,0
Gujarat,1,2012,Male,Others,16,46,4,0
Gujarat,1,2012,Male,Sikh,31,71,7,0
Gujarat,1,2013,Female,Christian,1,1,0,0
Gujarat,1,2013,Female,Hindu,132,292,26,0
Gujarat,1,2013,Female,Muslim,32,75,6,0
Gujarat,1,2013,Female,Others,0,6,0,0
Gujarat,1,2013,Female,Sikh,1,5,0,0
Gujarat,1,2013,Male,Christian,16,30,3,0
Gujarat,1,2013,Male,Hindu,2753,5350,381,0
Gujarat,1,2013,Male,Muslim,854,1721,221,0
Gujarat,1,2013,Male,Others,5,78,6,0
Gujarat,1,2013,Male,Sikh,14,46,3,0
Haryana,1,2001,Female,Christian,0,2,0,0
Haryana,1,2001,Female,Hindu,91,268,0,0
Haryana,1,2001,Female,Muslim,4,20,0,0
Haryana,1,2001,Female,Others,0,4,0,0
Haryana,1,2001,Female,Sikh,13,29,0,0
Haryana,1,2001,Male,Christian,30,47,0,0
Haryana,1,2001,Male,Hindu,2093,5554,0,41
Haryana,1,2001,Male,Muslim,335,1084,0,1
Haryana,1,2001,Male,Others,11,74,0,1
Haryana,1,2001,Male,Sikh,515,1130,0,1
Haryana,1,2002,Female,Christian,1,3,0,0
Haryana,1,2002,Female,Hindu,107,253,0,0
Haryana,1,2002,Female,Muslim,4,20,0,0
Haryana,1,2002,Female,Others,3,3,0,0
Haryana,1,2002,Female,Sikh,15,42,0,0
Haryana,1,2002,Male,Christian,22,30,0,0
Haryana,1,2002,Male,Hindu,2733,5685,0,8
Haryana,1,2002,Male,Muslim,301,685,0,0
Haryana,1,2002,Male,Others,22,29,0,0
Haryana,1,2002,Male,Sikh,425,967,0,0
Haryana,1,2003,Female,Christian,1,2,0,0
Haryana,1,2003,Female,Hindu,129,246,0,0
Haryana,1,2003,Female,Muslim,21,47,0,0
Haryana,1,2003,Female,Others,0,0,0,0
Haryana,1,2003,Female,Sikh,16,42,0,0
Haryana,1,2003,Male,Christian,31,51,0,0
Haryana,1,2003,Male,Hindu,3209,5245,0,139
Haryana,1,2003,Male,Muslim,553,1057,0,5
Haryana,1,2003,Male,Others,15,8,0,0
Haryana,1,2003,Male,Sikh,468,806,0,8
Haryana,1,2004,Female,Christian,1,2,0,0
Haryana,1,2004,Female,Hindu,163,234,0,0
Haryana,1,2004,Female,Muslim,14,46,0,0
Haryana,1,2004,Female,Others,0,2,0,0
Haryana,1,2004,Female,Sikh,12,22,0,0
Haryana,1,2004,Male,Christian,21,108,0,0
Haryana,1,2004,Male,Hindu,3159,5189,0,11
Haryana,1,2004,Male,Muslim,411,991,0,0
Haryana,1,2004,Male,Others,55,27,0,0
Haryana,1,2004,Male,Sikh,765,775,0,2
Haryana,1,2005,Female,Christian,0,2,0,0
Haryana,1,2005,Female,Hindu,149,215,0,1
Haryana,1,2005,Female,Muslim,0,67,0,0
Haryana,1,2005,Female,Others,0,9,0,0
Haryana,1,2005,Female,Sikh,39,33,0,0
Haryana,1,2005,Male,Christian,38,54,0,0
Haryana,1,2005,Male,Hindu,3457,5537,0,33
Haryana,1,2005,Male,Muslim,530,1041,0,0
Haryana,1,2005,Male,Others,0,118,0,0
Haryana,1,2005,Male,Sikh,580,641,0,3
Haryana,1,2006,Female,Christian,1,2,0,0
Haryana,1,2006,Female,Hindu,170,260,0,0
Haryana,1,2006,Female,Muslim,6,37,0,0
Haryana,1,2006,Female,Others,1,2,0,0
