state_name,is_state,year,gender,education,convicts,under_trial,detenues,others
Madhya Pradesh,1,2008,Female,Class X and above but below graduate,32,45,0,0
Madhya Pradesh,1,2008,Female,Graduate,10,12,0,0
Madhya Pradesh,1,2008,Female,Holding technical degree/diploma etc,0,2,0,0
Madhya Pradesh,1,2008,Female,Illiterate,186,335,0,0
Madhya Pradesh,1,2008,Female,Post-Graduate,3,2,0,0
Madhya Pradesh,1,2008,Male,Below Class X,7469,7962,49,30
Madhya Pradesh,1,2008,Male,Class X and above but below graduate,2227,3338,28,3
Madhya Pradesh,1,2008,Male,Graduate,496,729,2,2
Madhya Pradesh,1,2008,Male,Holding technical degree/diploma etc,177,66,0,0
Madhya Pradesh,1,2008,Male,Illiterate,5164,5555,23,27
Madhya Pradesh,1,2008,Male,Post-Graduate,173,252,1,0
Madhya Pradesh,1,2009,Female,Below Class X,151,199,0,0
Madhya Pradesh,1,2009,Female,Class X and above but below graduate,44,52,0,0
Madhya Pradesh,1,2009,Female,Graduate,5,9,0,0
Madhya Pradesh,1,2009,Female,Holding technical degree/diploma etc,0,0,0,0
Madhya Pradesh,1,2009,Female,Illiterate,197,269,0,0
Madhya Pradesh,1,2009,Female,Post-Graduate,3,2,0,0
Madhya Pradesh,1,2009,Male,Below Class X,6473,7291,32,35
Madhya Pradesh,1,2009,Male,Class X and above but below graduate,2603,3473,9,6
Madhya Pradesh,1,2009,Male,Graduate,414,530,0,3
Madhya Pradesh,1,2009,Male,Holding technical degree/diploma etc,64,55,0,0
Madhya Pradesh,1,2009,Male,Illiterate,5277,5207,9,33
Madhya Pradesh,1,2009,Male,Post-Graduate,136,224,1,0
Madhya Pradesh,1,2010,Female,Below Class X,162,206,0,2
Madhya Pradesh,1,2010,Female,Class X and above but below graduate,50,56,0,1
Madhya Pradesh,1,2010,Female,Graduate,9,11,0,0
Madhya Pradesh,1,2010,Female,Holding technical degree/diploma etc,0,0,0,0
Madhya Pradesh,1,2010,Female,Illiterate,188,300,0,6
Madhya Pradesh,1,2010,Female,Post-Graduate,3,1,0,0
Madhya Pradesh,1,2010,Male,Below Class X,6729,6338,45,48
Madhya Pradesh,1,2010,Male,Class X and above but below graduate,2622,3466,21,15
Madhya Pradesh,1,2010,Male,Graduate,374,473,3,3
Madhya Pradesh,1,2010,Male,Holding technical degree/diploma etc,64,77,0,0
Madhya Pradesh,1,2010,Male,Illiterate,4251,5380,17,56
Madhya Pradesh,1,2010,Male,Post-Graduate,127,214,0,0
Madhya Pradesh,1,2011,Female,Below Class X,156,224,0,0
Madhya Pradesh,1,2011,Female,Class X and above but below graduate,38,53,0,0
Madhya Pradesh,1,2011,Female,Graduate,7,15,0,0
Madhya Pradesh,1,2011,Female,Holding technical degree/diploma etc,1,0,0,0
Madhya Pradesh,1,2011,Female,Illiterate,246,335,0,1
Madhya Pradesh,1,2011,Female,Post-Graduate,6,3,0,0
Madhya Pradesh,1,2011,Male,Below Class X,8277,7984,59,63
Madhya Pradesh,1,2011,Male,Class X and above but below graduate,2653,3218,50,16
Madhya Pradesh,1,2011,Male,Graduate,418,441,5,6
Madhya Pradesh,1,2011,Male,Holding technical degree/diploma etc,63,44,0,0
Madhya Pradesh,1,2011,Male,Illiterate,3966,4178,16,41
Madhya Pradesh,1,2011,Male,Post-Graduate,125,206,2,0
Madhya Pradesh,1,2012,Female,Below Class X,175,244,1,0
Madhya Pradesh,1,2012,Female,Class X and above but below graduate,20,35,0,0
Madhya Pradesh,1,2012,Female,Graduate,10,13,0,0
Madhya Pradesh,1,2012,Female,Holding technical degree/diploma etc,0,3,0,0
Madhya Pradesh,1,2012,Female,Illiterate,284,386,0,0
Madhya Pradesh,1,2012,Female,Post-Graduate,5,5,0,0
Madhya Pradesh,1,2012,Male,Below Class X,8275,8737,99,35
Madhya Pradesh,1,2012,Male,Class X and above but below graduate,1892,2831,26,4
Madhya Pradesh,1,2012,Male,Graduate,427,497,5,4
Madhya Pradesh,1,2012,Male,Holding technical degree/diploma etc,54,54,0,1
Madhya Pradesh,1,2012,Male,Illiterate,4832,4611,7,30
Madhya Pradesh,1,2012,Male,Post-Graduate,151,203,1,2
Madhya Pradesh,1,2013,Female,Illiterate,265,278,0,0
Madhya Pradesh,1,2013,Female,Below Class X,185,215,0,1
Madhya Pradesh,1,2013,Female,Class X and above but below graduate,40,52,0,1
Madhya Pradesh,1,2013,Female,Graduate,15,16,0,1
Madhya Pradesh,1,2013,Female,Post-Graduate,10,6,0,0
Madhya Pradesh,1,2013,Female,Holding technical degree/diploma etc,1,0,0,0
Madhya Pradesh,1,2013,Male,Illiterate,4380,4231,12,57
Madhya Pradesh,1,2013,Male,Below Class X,8659,8687,74,66
Madhya Pradesh,1,2013,Male,Class X and above but below graduate,2518,3165,32,14
Madhya Pradesh,1,2013,Male,Graduate,550,638,6,6
Madhya Pradesh,1,2013,Male,Post-Graduate,170,215,0,1
Madhya Pradesh,1,2013,Male,Holding technical degree/diploma etc,76,65,0,0
Maharashtra,1,2001,Female,Below Class X,112,225,0,0
Maharashtra,1,2001,Female,Class X and above but below graduate,12,73,1,0
Maharashtra,1,2001,Female,Graduate,4,5,0,0
Maharashtra,1,2001,Female,Holding technical degree/diploma etc,0,0,0,0
Maharashtra,1,2001,Female,Illiterate,151,279,0,0
Maharashtra,1,2001,Female,Post-Graduate,0,1,0,0
Maharashtra,1,2001,Male,Below Class X,3704,7843,175,4
Maharashtra,1,2001,Male,Class X and above but below graduate,1061,2115,71,0
Maharashtra,1,2001,Male,Graduate,142,284,27,0
Maharashtra,1,2001,Male,Holding technical degree/diploma etc,14,51,0,0
Maharashtra,1,2001,Male,Illiterate,1491,4484,84,0
Maharashtra,1,2001,Male,Post-Graduate,21,86,7,0
Maharashtra,1,2002,Female,Below Class X,227,212,5,0
Maharashtra,1,2002,Female,Class X and above but below graduate,11,64,1,0
Maharashtra,1,2002,Female,Graduate,7,25,2,0
Maharashtra,1,2002,Female,Holding technical degree/diploma etc,0,14,0,0
Maharashtra,1,2002,Female,Illiterate,66,309,0,0
Maharashtra,1,2002,Female,Post-Graduate,0,24,0,0
Maharashtra,1,2002,Male,Below Class X,4018,6589,155,0
Maharashtra,1,2002,Male,Class X and above but below graduate,1132,2493,100,0
Maharashtra,1,2002,Male,Graduate,171,489,18,0
Maharashtra,1,2002,Male,Holding technical degree/diploma etc,52,279,2,0
Maharashtra,1,2002,Male,Illiterate,1450,3815,23,0
Maharashtra,1,2002,Male,Post-Graduate,64,204,1,0
Maharashtra,1,2003,Female,Below Class X,261,257,1,0
Maharashtra,1,2003,Female,Class X and above but below graduate,27,36,0,0
Maharashtra,1,2003,Female,Graduate,4,9,0,0
Maharashtra,1,2003,Female,Holding technical degree/diploma etc,0,7,0,0
Maharashtra,1,2003,Female,Illiterate,98,418,0,0
Maharashtra,1,2003,Female,Post-Graduate,0,1,0,0
Maharashtra,1,2003,Male,Below Class X,3973,8202,102,17
Maharashtra,1,2003,Male,Class X and above but below graduate,1488,2138,53,3
Maharashtra,1,2003,Male,Graduate,251,477,10,1
Maharashtra,1,2003,Male,Holding technical degree/diploma etc,37,141,1,0
Maharashtra,1,2003,Male,Illiterate,2006,3650,19,0
Maharashtra,1,2003,Male,Post-Graduate,70,168,3,0
Maharashtra,1,2004,Female,Below Class X,239,245,0,0
Maharashtra,1,2004,Female,Class X and above but below graduate,8,27,0,0
Maharashtra,1,2004,Female,Graduate,6,31,0,0
Maharashtra,1,2004,Female,Holding technical degree/diploma etc,0,1,0,0
Maharashtra,1,2004,Female,Illiterate,231,468,0,0
Maharashtra,1,2004,Female,Post-Graduate,0,0,0,0
Maharashtra,1,2004,Male,Below Class X,3891,7327,101,32
Maharashtra,1,2004,Male,Class X and above but below graduate,1626,3402,29,1
Maharashtra,1,2004,Male,Graduate,360,452,13,0
Maharashtra,1,2004,Male,Holding technical degree/diploma etc,55,127,3,0
Maharashtra,1,2004,Male,Illiterate,2405,3530,18,4
Maharashtra,1,2004,Male,Post-Graduate,110,174,6,0
Maharashtra,1,2005,Female,Below Class X,211,374,0,0
Maharashtra,1,2005,Female,Class X and above but below graduate,145,85,0,0
Maharashtra,1,2005,Female,Graduate,0,20,1,0
Maharashtra,1,2005,Female,Holding technical degree/diploma etc,0,0,0,0
Maharashtra,1,2005,Female,Illiterate,107,383,0,0
Maharashtra,1,2005,Female,Post-Graduate,0,0,0,0
Maharashtra,1,2005,Male,Below Class X,4430,8714,117,18
Maharashtra,1,2005,Male,Class X and above but below graduate,1837,2469,66,0
Maharashtra,1,2005,Male,Graduate,348,493,32,0
Maharashtra,1,2005,Male,Holding technical degree/diploma etc,21,73,5,0
Maharashtra,1,2005,Male,Illiterate,2084,3212,11,3
Maharashtra,1,2005,Male,Post-Graduate,46,123,3,0
Maharashtra,1,2006,Female,Below Class X,133,276,0,0
Maharashtra,1,2006,Female,Class X and above but below graduate,48,83,1,0
Maharashtra,1,2006,Female,Graduate,2,12,0,0
Maharashtra,1,2006,Female,Holding technical degree/diploma etc,0,0,0,0
Maharashtra,1,2006,Female,Illiterate,266,539,0,0
Maharashtra,1,2006,Female,Post-Graduate,0,1,0,0
Maharashtra,1,2006,Male,Below Class X,4730,8034,113,0
Maharashtra,1,2006,Male,Class X and above but below graduate,2173,3325,96,0
Maharashtra,1,2006,Male,Graduate,293,601,29,0
Maharashtra,1,2006,Male,Holding technical degree/diploma etc,50,151,0,0
Maharashtra,1,2006,Male,Illiterate,1388,3150,28,1
Maharashtra,1,2006,Male,Post-Graduate,66,193,7,0
Maharashtra,1,2007,Female,Below Class X,186,346,1,0
Maharashtra,1,2007,Female,Class X and above but below graduate,34,49,0,0
Maharashtra,1,2007,Female,Graduate,5,25,0,0
Maharashtra,1,2007,Female,Holding technical degree/diploma etc,3,0,0,0
Maharashtra,1,2007,Female,Illiterate,274,419,0,0
Maharashtra,1,2007,Female,Post-Graduate,9,2,0,0
Maharashtra,1,2007,Male,Below Class X,4881,7265,60,0
Maharashtra,1,2007,Male,Class X and above but below graduate,1870,3217,49,0
Maharashtra,1,2007,Male,Graduate,435,772,18,0
Maharashtra,1,2007,Male,Holding technical degree/diploma etc,35,195,0,0
Maharashtra,1,2007,Male,Illiterate,1404,3784,21,0
Maharashtra,1,2007,Male,Post-Graduate,67,463,3,0
Maharashtra,1,2008,Female,Below Class X,212,302,1,0
Maharashtra,1,2008,Female,Class X and above but below graduate,69,88,1,0
Maharashtra,1,2008,Female,Graduate,10,20,0,0
Maharashtra,1,2008,Female,Holding technical degree/diploma etc,0,2,0,0
Maharashtra,1,2008,Female,Illiterate,205,520,0,0
Maharashtra,1,2008,Female,Post-Graduate,3,4,0,0
Maharashtra,1,2008,Male,Below Class X,4542,6654,60,0
Maharashtra,1,2008,Male,Class X and above but below graduate,2186,3719,15,0
Maharashtra,1,2008,Male,Graduate,278,700,3,0
Maharashtra,1,2008,Male,Holding technical degree/diploma etc,61,230,3,0
Maharashtra,1,2008,Male,Illiterate,1525,3834,30,0
Maharashtra,1,2008,Male,Post-Graduate,73,481,0,0
Maharashtra,1,2009,Female,Below Class X,164,304,0,0
Maharashtra,1,2009,Female,Class X and above but below graduate,119,132,0,0
Maharashtra,1,2009,Female,Graduate,7,39,0,0
Maharashtra,1,2009,Female,Holding technical degree/diploma etc,0,3,0,0
Maharashtra,1,2009,Female,Illiterate,238,470,0,0
Maharashtra,1,2009,Female,Post-Graduate,1,5,0,0
Maharashtra,1,2009,Male,Below Class X,3967,6474,59,0
Maharashtra,1,2009,Male,Class X and above but below graduate,2175,3750,11,0
Maharashtra,1,2009,Male,Graduate,352,629,1,0
Maharashtra,1,2009,Male,Holding technical degree/diploma etc,30,135,0,0
Maharashtra,1,2009,Male,Illiterate,1479,4008,11,0
Maharashtra,1,2009,Male,Post-Graduate,90,231,0,0
Maharashtra,1,2010,Female,Below Class X,169,255,0,0
Maharashtra,1,2010,Female,Graduate,6,29,1,0
Maharashtra,1,2010,Female,Holding technical degree/diploma etc,0,0,0,0
Maharashtra,1,2010,Female,Illiterate,171,324,1,0
Maharashtra,1,2010,Female,Post-Graduate,0,0,0,0
Maharashtra,1,2010,Male,Below Class X,4193,6834,50,0
Maharashtra,1,2010,Male,Graduate,296,698,5,0
Maharashtra,1,2010,Male,Holding technical degree/diploma etc,23,78,0,0
Maharashtra,1,2010,Male,Illiterate,1113,3588,2,0
Maharashtra,1,2010,Male,Post-Graduate,78,295,0,0
Maharashtra,1,2011,Female,Below Class X,221,522,0,0
Maharashtra,1,2011,Female,Class X and above but below graduate,97,94,0,0
Maharashtra,1,2011,Female,Graduate,9,19,0,0
Maharashtra,1,2011,Female,Holding technical degree/diploma etc,0,0,0,0
Maharashtra,1,2011,Female,Illiterate,134,280,0,0
Maharashtra,1,2011,Female,Post-Graduate,0,0,0,0
Maharashtra,1,2011,Male,Below Class X,4386,7133,56,0
Maharashtra,1,2011,Male,Class X and above but below graduate,1654,4498,7,0
Maharashtra,1,2011,Male,Graduate,253,733,1,0
Maharashtra,1,2011,Male,Holding technical degree/diploma etc,24,28,0,0
Maharashtra,1,2011,Male,Illiterate,1119,2515,2,0
Maharashtra,1,2011,Male,Post-Graduate,55,242,0,0
Maharashtra,1,2012,Female,Below Class X,297,278,0,0
Maharashtra,1,2012,Female,Class X and above but below graduate,60,327,0,0
Maharashtra,1,2012,Female,Graduate,12,3,0,0
Maharashtra,1,2012,Female,Holding technical degree/diploma etc,0,0,0,0
Maharashtra,1,2012,Female,Illiterate,86,270,0,0
Maharashtra,1,2012,Female,Post-Graduate,2,3,0,0
Maharashtra,1,2012,Male,Below Class X,4420,7274,16,14
Maharashtra,1,2012,Male,Class X and above but below graduate,1610,3119,12,0
Maharashtra,1,2012,Male,Graduate,313,1131,0,0
Maharashtra,1,2012,Male,Holding technical degree/diploma etc,115,219,0,0
Maharashtra,1,2012,Male,Illiterate,997,3378,14,1
Maharashtra,1,2012,Male,Post-Graduate,114,424,0,0
Maharashtra,1,2013,Female,Illiterate,96,421,0,0
Maharashtra,1,2013,Female,Below Class X,233,472,1,0
Maharashtra,1,2013,Female,Class X and above but below graduate,65,198,0,0
Maharashtra,1,2013,Female,Graduate,22,25,0,0
Maharashtra,1,2013,Female,Post-Graduate,10,4,0,0
Maharashtra,1,2013,Female,Holding technical degree/diploma etc,11,1,0,0
Maharashtra,1,2013,Male,Illiterate,1360,2938,0,0
Maharashtra,1,2013,Male,Below Class X,3956,8428,9,0
Maharashtra,1,2013,Male,Class X and above but below graduate,1874,4646,12,0
Maharashtra,1,2013,Male,Graduate,240,1160,3,0
Maharashtra,1,2013,Male,Post-Graduate,120,647,1,0
Maharashtra,1,2013,Male,Holding technical degree/diploma etc,54,391,2,0
Manipur,1,2001,Female,Below Class X,0,10,2,0
Manipur,1,2001,Female,Class X and above but below graduate,0,0,7,0
Manipur,1,2001,Female,Graduate,0,0,1,0
Manipur,1,2001,Female,Holding technical degree/diploma etc,0,0,0,0
Manipur,1,2001,Female,Illiterate,0,3,0,0
Manipur,1,2001,Female,Post-Graduate,0,0,1,0
Manipur,1,2001,Male,Below Class X,17,230,50,0
Manipur,1,2001,Male,Class X and above but below graduate,2,73,25,0
Manipur,1,2001,Male,Graduate,0,4,2,0
Manipur,1,2001,Male,Holding technical degree/diploma etc,0,0,0,0
Manipur,1,2001,Male,Illiterate,3,24,8,0
Manipur,1,2001,Male,Post-Graduate,0,0,0,0
Manipur,1,2002,Female,Below Class X,0,19,2,0
Manipur,1,2002,Female,Class X and above but below graduate,0,0,2,0
Manipur,1,2002,Female,Graduate,0,0,0,0
Manipur,1,2002,Female,Holding technical degree/diploma etc,0,0,0,0
Manipur,1,2002,Female,Illiterate,1,2,2,0
Manipur,1,2002,Female,Post-Graduate,0,0,0,0
Manipur,1,2002,Male,Below Class X,30,299,60,0
Manipur,1,2002,Male,Class X and above but below graduate,3,21,45,0
Manipur,1,2002,Male,Graduate,2,5,3,0
Manipur,1,2002,Male,Holding technical degree/diploma etc,0,0,0,0
Manipur,1,2002,Male,Illiterate,1,14,5,0
Manipur,1,2002,Male,Post-Graduate,0,0,0,0
Manipur,1,2003,Female,Below Class X,0,11,6,0
Manipur,1,2003,Female,Class X and above but below graduate,0,2,1,0
Manipur,1,2003,Female,Graduate,0,0,0,0
Manipur,1,2003,Female,Holding technical degree/diploma etc,0,0,0,0
Manipur,1,2003,Female,Illiterate,1,5,1,0
Manipur,1,2003,Female,Post-Graduate,0,0,0,0
Manipur,1,2003,Male,Below Class X,26,218,74,0
Manipur,1,2003,Male,Class X and above but below graduate,3,58,43,0
Manipur,1,2003,Male,Graduate,1,15,4,0
Manipur,1,2003,Male,Holding technical degree/diploma etc,0,0,0,0
Manipur,1,2003,Male,Illiterate,2,51,8,0
Manipur,1,2003,Male,Post-Graduate,0,1,1,0
Manipur,1,2004,Female,Below Class X,0,14,0,0
Manipur,1,2004,Female,Class X and above but below graduate,0,4,2,0
Manipur,1,2004,Female,Graduate,0,0,0,0
Manipur,1,2004,Female,Holding technical degree/diploma etc,0,0,0,0
Manipur,1,2004,Female,Illiterate,0,3,0,0
Manipur,1,2004,Female,Post-Graduate,0,0,0,0
Manipur,1,2004,Male,Below Class X,17,243,31,0
Manipur,1,2004,Male,Class X and above but below graduate,4,61,32,0
Manipur,1,2004,Male,Graduate,2,18,7,0
Manipur,1,2004,Male,Holding technical degree/diploma etc,0,0,0,0
Manipur,1,2004,Male,Illiterate,8,16,2,0
Manipur,1,2004,Male,Post-Graduate,1,0,0,0
Manipur,1,2005,Female,Below Class X,0,3,5,0
Manipur,1,2005,Female,Class X and above but below graduate,0,14,1,0
Manipur,1,2005,Female,Graduate,0,0,0,0
Manipur,1,2005,Female,Holding technical degree/diploma etc,0,0,0,0
Manipur,1,2005,Female,Illiterate,0,1,1,0
Manipur,1,2005,Female,Post-Graduate,0,1,0,0
Manipur,1,2005,Male,Below Class X,21,185,56,0
Manipur,1,2005,Male,Class X and above but below graduate,2,121,29,0
Manipur,1,2005,Male,Graduate,4,24,5,0
Manipur,1,2005,Male,Holding technical degree/diploma etc,1,2,1,0
Manipur,1,2005,Male,Illiterate,3,41,5,0
Manipur,1,2005,Male,Post-Graduate,0,3,0,0
Manipur,1,2006,Female,Below Class X,0,14,0,0
Manipur,1,2006,Female,Class X and above but below graduate,0,0,0,0
Manipur,1,2006,Female,Graduate,0,0,0,0
Manipur,1,2006,Female,Holding technical degree/diploma etc,0,0,0,0
Manipur,1,2006,Female,Illiterate,0,1,0,0
Manipur,1,2006,Female,Post-Graduate,0,0,0,0
Manipur,1,2006,Male,Below Class X,30,248,32,0
Manipur,1,2006,Male,Class X and above but below graduate,0,34,9,0
Manipur,1,2006,Male,Graduate,2,6,0,0
Manipur,1,2006,Male,Holding technical degree/diploma etc,1,0,0,0
Manipur,1,2006,Male,Illiterate,0,20,1,0
Manipur,1,2006,Male,Post-Graduate,0,0,0,0
Manipur,1,2007,Female,Below Class X,0,6,3,0
Manipur,1,2007,Female,Class X and above but below graduate,0,0,0,0
Manipur,1,2007,Female,Graduate,0,0,1,0
Manipur,1,2007,Female,Holding technical degree/diploma etc,0,0,0,0
Manipur,1,2007,Female,Illiterate,0,0,0,0
Manipur,1,2007,Female,Post-Graduate,0,0,0,0
Manipur,1,2007,Male,Below Class X,47,146,81,0
Manipur,1,2007,Male,Class X and above but below graduate,3,27,34,0
Manipur,1,2007,Male,Graduate,2,11,8,0
Manipur,1,2007,Male,Holding technical degree/diploma etc,1,5,2,0
Manipur,1,2007,Male,Illiterate,3,50,6,0
Manipur,1,2007,Male,Post-Graduate,0,7,1,0
Manipur,1,2008,Female,Below Class X,0,14,8,0
Manipur,1,2008,Female,Class X and above but below graduate,0,0,0,0
Manipur,1,2008,Female,Graduate,0,0,0,0
Manipur,1,2008,Female,Holding technical degree/diploma etc,0,0,0,0
Manipur,1,2008,Female,Illiterate,0,3,2,0
Manipur,1,2008,Female,Post-Graduate,0,0,0,0
Manipur,1,2008,Male,Below Class X,27,118,136,0
Manipur,1,2008,Male,Class X and above but below graduate,1,63,8,0
Manipur,1,2008,Male,Graduate,3,25,0,0
Manipur,1,2008,Male,Holding technical degree/diploma etc,1,4,0,0
Manipur,1,2008,Male,Illiterate,4,35,6,0
Manipur,1,2008,Male,Post-Graduate,0,7,0,0
Manipur,1,2009,Female,Below Class X,0,16,2,0
Manipur,1,2009,Female,Class X and above but below graduate,0,0,6,0
Manipur,1,2009,Female,Graduate,0,1,2,0
Manipur,1,2009,Female,Holding technical degree/diploma etc,0,0,0,0
Manipur,1,2009,Female,Illiterate,0,14,6,0
Manipur,1,2009,Female,Post-Graduate,0,1,0,0
Manipur,1,2009,Male,Below Class X,24,191,124,0
Manipur,1,2009,Male,Class X and above but below graduate,1,59,0,0
Manipur,1,2009,Male,Graduate,1,20,0,0
Manipur,1,2009,Male,Holding technical degree/diploma etc,0,5,0,0
Manipur,1,2009,Male,Illiterate,8,40,3,0
Manipur,1,2009,Male,Post-Graduate,0,8,0,0
Manipur,1,2010,Female,Below Class X,0,3,15,0
Manipur,1,2010,Female,Class X and above but below graduate,0,3,5,0
Manipur,1,2010,Female,Graduate,0,1,0,0
Manipur,1,2010,Female,Holding technical degree/diploma etc,0,0,0,0
Manipur,1,2010,Female,Illiterate,1,3,8,0
Manipur,1,2010,Female,Post-Graduate,0,0,0,0
Manipur,1,2010,Male,Below Class X,21,227,77,0
Manipur,1,2010,Male,Class X and above but below graduate,1,75,69,0
Manipur,1,2010,Male,Graduate,1,20,14,0
Manipur,1,2010,Male,Holding technical degree/diploma etc,0,9,4,0
Manipur,1,2010,Male,Illiterate,8,25,19,0
Manipur,1,2010,Male,Post-Graduate,0,7,2,0
Manipur,1,2011,Female,Below Class X,0,13,6,0
Manipur,1,2011,Female,Class X and above but below graduate,0,3,2,0
Manipur,1,2011,Female,Graduate,0,2,2,0
Manipur,1,2011,Female,Holding technical degree/diploma etc,0,0,0,0
Manipur,1,2011,Female,Illiterate,1,8,2,0
Manipur,1,2011,Female,Post-Graduate,0,0,0,0
Manipur,1,2011,Male,Below Class X,29,294,66,0
Manipur,1,2011,Male,Class X and above but below graduate,1,70,59,0
Manipur,1,2011,Male,Graduate,1,25,12,0
Manipur,1,2011,Male,Holding technical degree/diploma etc,0,7,0,0
Manipur,1,2011,Male,Illiterate,0,25,11,0
Manipur,1,2011,Male,Post-Graduate,0,7,1,0
Manipur,1,2012,Female,Below Class X,0,8,9,0
Manipur,1,2012,Female,Class X and above but below graduate,0,5,0,0
Manipur,1,2012,Female,Graduate,0,0,1,0
Manipur,1,2012,Female,Holding technical degree/diploma etc,0,0,0,0
Manipur,1,2012,Female,Illiterate,1,8,1,0
Manipur,1,2012,Female,Post-Graduate,0,0,0,0
Manipur,1,2012,Male,Below Class X,45,353,70,0
Manipur,1,2012,Male,Class X and above but below graduate,3,75,25,0
Manipur,1,2012,Male,Graduate,1,20,15,0
Manipur,1,2012,Male,Holding technical degree/diploma etc,0,5,0,0
Manipur,1,2012,Male,Illiterate,14,45,9,0
Manipur,1,2012,Male,Post-Graduate,0,8,2,0
Manipur,1,2013,Female,Illiterate,1,7,0,0
Manipur,1,2013,Female,Below Class X,0,13,2,0
Manipur,1,2013,Female,Class X and above but below graduate,0,7,0,0
Manipur,1,2013,Female,Graduate,1,3,0,0
Manipur,1,2013,Female,Post-Graduate,0,0,1,0
Manipur,1,2013,Female,Holding technical degree/diploma etc,0,0,0,0
Manipur,1,2013,Male,Illiterate,14,17,0,0
Manipur,1,2013,Male,Below Class X,56,388,27,0
Manipur,1,2013,Male,Class X and above but below graduate,6,80,10,0
Manipur,1,2013,Male,Graduate,1,15,3,0
Manipur,1,2013,Male,Post-Graduate,0,6,0,0
Manipur,1,2013,Male,Holding technical degree/diploma etc,0,2,0,0
Meghalaya,1,2001,Female,Below Class X,0,3,0,0
Meghalaya,1,2001,Female,Class X and above but below graduate,0,0,0,0
Meghalaya,1,2001,Female,Graduate,0,0,0,0
Meghalaya,1,2001,Female,Holding technical degree/diploma etc,0,0,0,0
Meghalaya,1,2001,Female,Illiterate,0,5,0,0
Meghalaya,1,2001,Female,Post-Graduate,0,0,0,0
Meghalaya,1,2001,Male,Below Class X,7,228,4,0
Meghalaya,1,2001,Male,Class X and above but below graduate,0,34,1,0
Meghalaya,1,2001,Male,Graduate,0,4,0,0
Meghalaya,1,2001,Male,Holding technical degree/diploma etc,0,0,0,0
Meghalaya,1,2001,Male,Illiterate,7,231,2,0
Meghalaya,1,2001,Male,Post-Graduate,0,0,0,0
Meghalaya,1,2002,Female,Below Class X,0,5,0,0
Meghalaya,1,2002,Female,Class X and above but below graduate,0,0,0,0
Meghalaya,1,2002,Female,Graduate,0,0,0,0
Meghalaya,1,2002,Female,Holding technical degree/diploma etc,0,0,0,0
Meghalaya,1,2002,Female,Illiterate,0,6,0,0
Meghalaya,1,2002,Female,Post-Graduate,0,0,0,0
Meghalaya,1,2002,Male,Below Class X,1,173,4,0
Meghalaya,1,2002,Male,Class X and above but below graduate,1,29,0,0
Meghalaya,1,2002,Male,Graduate,0,7,1,0
Meghalaya,1,2002,Male,Holding technical degree/diploma etc,0,1,0,0
Meghalaya,1,2002,Male,Illiterate,18,285,1,0
Meghalaya,1,2002,Male,Post-Graduate,0,0,0,0
Meghalaya,1,2003,Female,Below Class X,0,2,0,0
Meghalaya,1,2003,Female,Class X and above but below graduate,0,0,0,0
Meghalaya,1,2003,Female,Graduate,0,1,0,0
Meghalaya,1,2003,Female,Holding technical degree/diploma etc,0,0,0,0
Meghalaya,1,2003,Female,Illiterate,0,5,0,0
Meghalaya,1,2003,Female,Post-Graduate,0,0,0,0
Meghalaya,1,2003,Male,Below Class X,11,159,3,0
Meghalaya,1,2003,Male,Class X and above but below graduate,0,62,3,0
Meghalaya,1,2003,Male,Graduate,0,12,2,0
Meghalaya,1,2003,Male,Holding technical degree/diploma etc,0,3,0,0
Meghalaya,1,2003,Male,Illiterate,28,264,0,0
Meghalaya,1,2003,Male,Post-Graduate,0,0,0,0
Meghalaya,1,2004,Female,Below Class X,0,4,0,0
Meghalaya,1,2004,Female,Class X and above but below graduate,0,3,0,0
Meghalaya,1,2004,Female,Graduate,0,0,0,0
Meghalaya,1,2004,Female,Holding technical degree/diploma etc,0,0,0,0
Meghalaya,1,2004,Female,Illiterate,0,3,0,0
Meghalaya,1,2004,Female,Post-Graduate,0,0,0,0
Meghalaya,1,2004,Male,Below Class X,18,205,15,0
Meghalaya,1,2004,Male,Class X and above but below graduate,2,29,5,0
Meghalaya,1,2004,Male,Graduate,0,6,1,0
Meghalaya,1,2004,Male,Holding technical degree/diploma etc,0,0,0,0
Meghalaya,1,2004,Male,Illiterate,21,180,1,0
Meghalaya,1,2004,Male,Post-Graduate,0,0,0,0
Meghalaya,1,2005,Female,Below Class X,4,2,0,0
Meghalaya,1,2005,Female,Class X and above but below graduate,0,2,0,0
Meghalaya,1,2005,Female,Graduate,0,0,0,0
Meghalaya,1,2005,Female,Holding technical degree/diploma etc,0,0,0,0
Meghalaya,1,2005,Female,Illiterate,0,5,0,0
Meghalaya,1,2005,Female,Post-Graduate,0,0,0,0
Meghalaya,1,2005,Male,Below Class X,8,192,15,0
Meghalaya,1,2005,Male,Class X and above but below graduate,4,58,2,0
Meghalaya,1,2005,Male,Graduate,2,3,1,0
Meghalaya,1,2005,Male,Holding technical degree/diploma etc,0,0,0,0
Meghalaya,1,2005,Male,Illiterate,28,225,4,0
Meghalaya,1,2005,Male,Post-Graduate,0,0,0,0
Meghalaya,1,2006,Female,Below Class X,0,6,0,0
Meghalaya,1,2006,Female,Class X and above but below graduate,1,0,0,0
Meghalaya,1,2006,Female,Graduate,0,0,0,0
Meghalaya,1,2006,Female,Holding technical degree/diploma etc,0,0,0,0
