state_name,is_state,year,gender,sentence_period,age_16_18_years,age_18_30_years,age_30_50_years,age_50_above
Lakshadweep,0,2004,Male,2-4 Plus years,0,0,0,0
Lakshadweep,0,2004,Male,1 Less than 2 years,0,0,0,0
Lakshadweep,0,2004,Male,6 months less than 1 Yr.,0,0,0,0
Lakshadweep,0,2004,Male,3 - 6 months,0,0,0,0
Lakshadweep,0,2004,Male,Less than 3 months,0,0,0,0
Lakshadweep,0,2005,Male,Capital Punishment,0,0,0,0
Lakshadweep,0,2005,Male,Life Imprisonment,0,0,0,0
Lakshadweep,0,2005,Male,10-13 Plus years,0,0,0,0
Lakshadweep,0,2005,Male,7-9 Plus years,0,0,0,0
Lakshadweep,0,2005,Male,5-6 Plus years,0,0,0,0
Lakshadweep,0,2005,Male,2-4 Plus years,0,0,0,0
Lakshadweep,0,2005,Male,1 Less than 2 years,0,0,0,0
Lakshadweep,0,2005,Male,6 months less than 1 Yr.,0,0,0,0
Lakshadweep,0,2005,Male,3 - 6 months,0,0,0,0
Lakshadweep,0,2005,Male,Less than 3 months,0,0,0,0
Lakshadweep,0,2006,Male,Capital Punishment,0,0,0,0
Lakshadweep,0,2006,Male,Life Imprisonment,0,0,0,0
Lakshadweep,0,2006,Male,10-13 Plus years,0,0,0,0
Lakshadweep,0,2006,Male,7-9 Plus years,0,0,0,0
Lakshadweep,0,2006,Male,5-6 Plus years,0,0,0,0
Lakshadweep,0,2006,Male,2-4 Plus years,0,0,0,0
Lakshadweep,0,2006,Male,1 Less than 2 years,0,0,0,0
Lakshadweep,0,2006,Male,6 months less than 1 Yr.,0,0,0,0
Lakshadweep,0,2006,Male,3 - 6 months,0,0,0,0
Lakshadweep,0,2006,Male,Less than 3 months,0,0,0,0
Lakshadweep,0,2007,Male,Capital Punishment,0,0,0,0
Lakshadweep,0,2007,Male,Life Imprisonment,0,0,1,0
Lakshadweep,0,2007,Male,10-13 Plus years,0,0,0,0
Lakshadweep,0,2007,Male,7-9 Plus years,0,0,0,0
Lakshadweep,0,2007,Male,5-6 Plus years,0,2,0,0
Lakshadweep,0,2007,Male,2-4 Plus years,0,0,0,0
Lakshadweep,0,2007,Male,1 Less than 2 years,0,0,0,0
Lakshadweep,0,2007,Male,6 months less than 1 Yr.,0,0,0,0
Lakshadweep,0,2007,Male,3 - 6 months,0,0,0,0
Lakshadweep,0,2007,Male,Less than 3 months,0,0,0,0
Lakshadweep,0,2008,Male,Capital Punishment,0,0,0,0
Lakshadweep,0,2008,Male,Life Imprisonment,0,0,0,0
Lakshadweep,0,2008,Male,10-13 Plus years,0,0,0,0
Lakshadweep,0,2008,Male,7-9 Plus years,0,0,0,0
Lakshadweep,0,2008,Male,5-6 Plus years,0,0,0,0
Lakshadweep,0,2008,Male,2-4 Plus years,0,0,0,0
Lakshadweep,0,2008,Male,1 Less than 2 years,0,0,0,0
Lakshadweep,0,2008,Male,6 months less than 1 Yr.,0,0,0,0
Lakshadweep,0,2008,Male,3 - 6 months,0,0,0,0
Lakshadweep,0,2008,Male,Less than 3 months,0,0,0,0
Lakshadweep,0,2009,Male,Capital Punishment,0,0,0,0
Lakshadweep,0,2009,Male,Life Imprisonment,0,0,0,0
Lakshadweep,0,2009,Male,10-13 Plus years,0,0,0,0
Lakshadweep,0,2009,Male,7-9 Plus years,0,0,0,0
Lakshadweep,0,2009,Male,5-6 Plus years,0,0,0,0
Lakshadweep,0,2009,Male,2-4 Plus years,0,0,1,0
Lakshadweep,0,2009,Male,1 Less than 2 years,0,0,0,0
Lakshadweep,0,2009,Male,6 months less than 1 Yr.,0,0,0,0
Lakshadweep,0,2009,Male,3 - 6 months,0,0,0,0
Lakshadweep,0,2009,Male,Less than 3 months,0,0,0,0
Lakshadweep,0,2010,Male,Capital Punishment,0,0,0,0
Lakshadweep,0,2010,Male,Life Imprisonment,0,0,0,0
Lakshadweep,0,2010,Male,10-13 Plus years,0,0,0,0
Lakshadweep,0,2010,Male,7-9 Plus years,0,0,0,0
Lakshadweep,0,2010,Male,5-6 Plus years,0,0,0,0
Lakshadweep,0,2010,Male,2-4 Plus years,0,0,0,0
Lakshadweep,0,2010,Male,1 Less than 2 years,0,0,0,0
Lakshadweep,0,2010,Male,6 months less than 1 Yr.,0,0,0,0
Lakshadweep,0,2010,Male,3 - 6 months,0,0,0,0
Lakshadweep,0,2010,Male,Less than 3 months,0,0,0,0
Lakshadweep,0,2011,Male,Capital Punishment,0,0,0,0
Lakshadweep,0,2011,Male,Life Imprisonment,0,0,0,0
Lakshadweep,0,2011,Male,10-13 Plus years,0,0,0,0
Lakshadweep,0,2011,Male,7-9 Plus years,0,0,0,0
Lakshadweep,0,2011,Male,5-6 Plus years,0,0,0,0
Lakshadweep,0,2011,Male,2-4 Plus years,0,0,0,0
Lakshadweep,0,2011,Male,1 Less than 2 years,0,0,0,0
Lakshadweep,0,2011,Male,6 months less than 1 Yr.,0,0,0,0
Lakshadweep,0,2011,Male,3 - 6 months,0,0,0,0
Lakshadweep,0,2011,Male,Less than 3 months,0,0,0,0
Lakshadweep,0,2012,Male,Capital Punishment,0,0,0,0
Lakshadweep,0,2012,Male,Life Imprisonment,0,0,0,0
Lakshadweep,0,2012,Male,10-13 Plus years,0,0,0,0
Lakshadweep,0,2012,Male,7-9 Plus years,0,0,0,0
Lakshadweep,0,2012,Male,5-6 Plus years,0,0,0,0
Lakshadweep,0,2012,Male,2-4 Plus years,0,0,0,0
Lakshadweep,0,2012,Male,1 Less than 2 years,0,0,0,0
Lakshadweep,0,2012,Male,6 months less than 1 Yr.,0,0,0,0
Lakshadweep,0,2012,Male,3 - 6 months,0,0,0,0
Lakshadweep,0,2012,Male,Less than 3 months,0,0,0,0
Pondicherry,0,2001,Male,Capital Punishment,0,0,0,0
Pondicherry,0,2001,Male,Life Imprisonment,0,28,32,12
Pondicherry,0,2001,Male,10-13 Plus years,0,0,1,0
Pondicherry,0,2001,Male,7-9 Plus years,0,4,0,0
Pondicherry,0,2001,Male,5-6 Plus years,0,0,1,0
Pondicherry,0,2001,Male,2-4 Plus years,0,2,0,0
Pondicherry,0,2001,Male,1 Less than 2 years,0,0,3,0
Pondicherry,0,2001,Male,6 months less than 1 Yr.,0,3,4,0
Pondicherry,0,2001,Male,3 - 6 months,0,2,6,0
Pondicherry,0,2001,Male,Less than 3 months,0,4,5,0
Pondicherry,0,2002,Male,Capital Punishment,0,0,0,0
Pondicherry,0,2002,Male,Life Imprisonment,0,33,48,4
Pondicherry,0,2002,Male,10-13 Plus years,0,0,0,0
Pondicherry,0,2002,Male,7-9 Plus years,0,5,0,0
Pondicherry,0,2002,Male,5-6 Plus years,0,2,2,0
Pondicherry,0,2002,Male,2-4 Plus years,0,4,0,0
Pondicherry,0,2002,Male,1 Less than 2 years,0,0,0,0
Pondicherry,0,2002,Male,6 months less than 1 Yr.,0,0,8,0
Pondicherry,0,2002,Male,3 - 6 months,0,8,13,0
Pondicherry,0,2002,Male,Less than 3 months,0,4,0,2
Pondicherry,0,2003,Male,Capital Punishment,0,0,0,0
Pondicherry,0,2003,Male,Life Imprisonment,0,38,44,8
Pondicherry,0,2003,Male,10-13 Plus years,0,0,0,0
Pondicherry,0,2003,Male,7-9 Plus years,0,10,0,2
Pondicherry,0,2003,Male,5-6 Plus years,0,7,2,3
Pondicherry,0,2003,Male,2-4 Plus years,0,4,0,0
Pondicherry,0,2003,Male,1 Less than 2 years,0,0,0,0
Pondicherry,0,2003,Male,6 months less than 1 Yr.,0,0,4,1
Pondicherry,0,2003,Male,3 - 6 months,0,4,4,0
Pondicherry,0,2003,Male,Less than 3 months,0,4,0,2
Pondicherry,0,2004,Male,Capital Punishment,0,0,0,0
Pondicherry,0,2004,Male,Life Imprisonment,0,18,37,11
Pondicherry,0,2004,Male,10-13 Plus years,0,0,0,0
Pondicherry,0,2004,Male,7-9 Plus years,0,7,1,0
Pondicherry,0,2004,Male,5-6 Plus years,0,0,4,0
Pondicherry,0,2004,Male,2-4 Plus years,0,4,6,0
Pondicherry,0,2004,Male,1 Less than 2 years,0,0,3,0
Pondicherry,0,2004,Male,6 months less than 1 Yr.,0,0,0,1
Pondicherry,0,2004,Male,3 - 6 months,0,3,8,0
Pondicherry,0,2004,Male,Less than 3 months,0,0,4,0
Pondicherry,0,2005,Male,Capital Punishment,0,0,0,0
Pondicherry,0,2005,Male,Life Imprisonment,0,27,35,3
Pondicherry,0,2005,Male,10-13 Plus years,0,0,0,0
Pondicherry,0,2005,Male,7-9 Plus years,0,0,0,2
Pondicherry,0,2005,Male,5-6 Plus years,0,6,4,1
Pondicherry,0,2005,Male,2-4 Plus years,0,7,3,2
Pondicherry,0,2005,Male,1 Less than 2 years,0,2,1,1
Pondicherry,0,2005,Male,6 months less than 1 Yr.,0,1,4,1
Pondicherry,0,2005,Male,3 - 6 months,0,2,3,4
Pondicherry,0,2005,Male,Less than 3 months,0,0,3,2
Pondicherry,0,2006,Male,Capital Punishment,0,0,0,0
Pondicherry,0,2006,Male,Life Imprisonment,0,31,36,7
Pondicherry,0,2006,Male,10-13 Plus years,0,0,0,0
Pondicherry,0,2006,Male,7-9 Plus years,0,1,1,0
Pondicherry,0,2006,Male,5-6 Plus years,0,8,1,0
Pondicherry,0,2006,Male,2-4 Plus years,0,9,1,0
Pondicherry,0,2006,Male,1 Less than 2 years,0,4,2,0
Pondicherry,0,2006,Male,6 months less than 1 Yr.,0,3,1,0
Pondicherry,0,2006,Male,3 - 6 months,0,1,0,0
Pondicherry,0,2006,Male,Less than 3 months,0,0,0,0
Pondicherry,0,2007,Male,Capital Punishment,0,0,0,0
Pondicherry,0,2007,Male,Life Imprisonment,0,30,32,8
Pondicherry,0,2007,Male,10-13 Plus years,0,1,1,0
Pondicherry,0,2007,Male,7-9 Plus years,0,0,0,0
Pondicherry,0,2007,Male,5-6 Plus years,0,8,4,1
Pondicherry,0,2007,Male,2-4 Plus years,0,7,0,0
Pondicherry,0,2007,Male,1 Less than 2 years,0,4,3,1
Pondicherry,0,2007,Male,6 months less than 1 Yr.,0,6,0,1
Pondicherry,0,2007,Male,3 - 6 months,0,2,1,0
Pondicherry,0,2007,Male,Less than 3 months,0,0,0,0
Pondicherry,0,2008,Male,Capital Punishment,0,0,0,0
Pondicherry,0,2008,Male,Life Imprisonment,0,36,30,3
Pondicherry,0,2008,Male,10-13 Plus years,0,2,0,0
Pondicherry,0,2008,Male,7-9 Plus years,0,6,3,0
Pondicherry,0,2008,Male,5-6 Plus years,0,2,0,0
Pondicherry,0,2008,Male,2-4 Plus years,0,3,0,0
Pondicherry,0,2008,Male,1 Less than 2 years,0,4,0,0
Pondicherry,0,2008,Male,6 months less than 1 Yr.,0,5,0,0
Pondicherry,0,2008,Male,3 - 6 months,0,2,0,0
Pondicherry,0,2008,Male,Less than 3 months,0,0,0,0
Pondicherry,0,2009,Male,Capital Punishment,0,0,2,0
Pondicherry,0,2009,Male,Life Imprisonment,0,14,58,3
Pondicherry,0,2009,Male,10-13 Plus years,0,0,0,2
Pondicherry,0,2009,Male,7-9 Plus years,0,0,9,4
Pondicherry,0,2009,Male,5-6 Plus years,0,2,2,2
Pondicherry,0,2009,Male,2-4 Plus years,0,4,0,1
Pondicherry,0,2009,Male,1 Less than 2 years,0,6,1,0
Pondicherry,0,2009,Male,6 months less than 1 Yr.,0,2,1,0
Pondicherry,0,2009,Male,3 - 6 months,0,1,0,0
Pondicherry,0,2009,Male,Less than 3 months,0,3,0,0
Pondicherry,0,2010,Male,Capital Punishment,0,0,0,0
Pondicherry,0,2010,Male,Life Imprisonment,0,24,62,8
Pondicherry,0,2010,Male,10-13 Plus years,0,0,2,0
Pondicherry,0,2010,Male,7-9 Plus years,0,1,7,3
Pondicherry,0,2010,Male,5-6 Plus years,0,2,0,0
Pondicherry,0,2010,Male,2-4 Plus years,0,0,3,1
Pondicherry,0,2010,Male,1 Less than 2 years,0,6,0,0
Pondicherry,0,2010,Male,6 months less than 1 Yr.,0,2,3,1
Pondicherry,0,2010,Male,3 - 6 months,0,3,0,0
Pondicherry,0,2010,Male,Less than 3 months,0,0,0,0
Pondicherry,0,2011,Male,Capital Punishment,0,0,0,0
Pondicherry,0,2011,Male,Life Imprisonment,0,16,64,11
Pondicherry,0,2011,Male,10-13 Plus years,0,2,0,0
Pondicherry,0,2011,Male,7-9 Plus years,0,0,3,1
Pondicherry,0,2011,Male,5-6 Plus years,0,0,2,0
Pondicherry,0,2011,Male,2-4 Plus years,0,2,12,7
Pondicherry,0,2011,Male,1 Less than 2 years,0,1,1,0
Pondicherry,0,2011,Male,6 months less than 1 Yr.,0,1,1,0
Pondicherry,0,2011,Male,3 - 6 months,0,0,3,0
Pondicherry,0,2011,Male,Less than 3 months,0,0,0,0
Pondicherry,0,2012,Male,Capital Punishment,0,0,0,0
Pondicherry,0,2012,Male,Life Imprisonment,0,6,53,9
Pondicherry,0,2012,Male,10-13 Plus years,0,1,2,0
Pondicherry,0,2012,Male,7-9 Plus years,0,0,4,0
Pondicherry,0,2012,Male,5-6 Plus years,0,2,0,0
Pondicherry,0,2012,Male,2-4 Plus years,0,3,13,9
Pondicherry,0,2012,Male,1 Less than 2 years,0,0,3,0
Pondicherry,0,2012,Male,6 months less than 1 Yr.,0,0,0,0
Pondicherry,0,2012,Male,3 - 6 months,0,0,2,0
Pondicherry,0,2012,Male,Less than 3 months,0,0,0,0
Andhra Pradesh,1,2013,Male,Capital Punishment,0,0,3,0
Andhra Pradesh,1,2013,Male,Life Imprisonment,0,873,1829,192
Andhra Pradesh,1,2013,Male,10-13 Plus years,0,49,58,12
Andhra Pradesh,1,2013,Male,7-9 Plus years,0,50,52,13
Andhra Pradesh,1,2013,Male,5-6 Plus years,0,84,43,5
Andhra Pradesh,1,2013,Male,2-4 Plus years,0,87,95,26
Andhra Pradesh,1,2013,Male,1 Less than 2 years,0,116,73,16
Andhra Pradesh,1,2013,Male,6 months less than 1 Yr.,0,112,86,12
Andhra Pradesh,1,2013,Male,3 less than 6 months,0,163,67,22
Andhra Pradesh,1,2013,Male,10  Less than 3 months,0,97,64,10
Arunachal Pradesh,1,2013,Male,Capital Punishment,0,0,0,0
Arunachal Pradesh,1,2013,Male,Life Imprisonment,0,1,0,0
Arunachal Pradesh,1,2013,Male,10-13 Plus years,0,0,3,1
Arunachal Pradesh,1,2013,Male,7-9 Plus years,0,0,1,0
Arunachal Pradesh,1,2013,Male,5-6 Plus years,0,0,0,1
Arunachal Pradesh,1,2013,Male,2-4 Plus years,0,0,2,0
Arunachal Pradesh,1,2013,Male,1 Less than 2 years,0,0,1,0
Arunachal Pradesh,1,2013,Male,6 months less than 1 Yr.,0,0,0,0
Arunachal Pradesh,1,2013,Male,3 less than 6 months,0,0,0,0
Arunachal Pradesh,1,2013,Male,10  Less than 3 months,0,0,0,0
Assam,1,2013,Male,Capital Punishment,0,2,3,2
Assam,1,2013,Male,Life Imprisonment,0,419,1245,339
Assam,1,2013,Male,10-13 Plus years,0,79,213,29
Assam,1,2013,Male,7-9 Plus years,0,79,156,23
Assam,1,2013,Male,5-6 Plus years,0,46,89,9
Assam,1,2013,Male,2-4 Plus years,0,34,72,21
Assam,1,2013,Male,1 Less than 2 years,0,11,25,4
Assam,1,2013,Male,6 months less than 1 Yr.,0,5,35,0
Assam,1,2013,Male,3 less than 6 months,0,8,14,1
Assam,1,2013,Male,10  Less than 3 months,0,16,11,2
Bihar,1,2013,Male,Capital Punishment,0,13,23,3
Bihar,1,2013,Male,Life Imprisonment,0,579,1321,592
Bihar,1,2013,Male,10-13 Plus years,0,178,242,104
Bihar,1,2013,Male,7-9 Plus years,0,92,164,128
Bihar,1,2013,Male,5-6 Plus years,0,87,167,64
Bihar,1,2013,Male,2-4 Plus years,0,68,133,43
Bihar,1,2013,Male,1 Less than 2 years,0,72,64,33
Bihar,1,2013,Male,6 months less than 1 Yr.,0,40,43,15
Bihar,1,2013,Male,3 less than 6 months,0,3,11,1
Bihar,1,2013,Male,10  Less than 3 months,0,40,26,8
Chhatisgarh,1,2013,Male,Capital Punishment,0,4,5,0
Chhatisgarh,1,2013,Male,Life Imprisonment,0,1307,2104,734
Chhatisgarh,1,2013,Male,10-13 Plus years,0,365,266,75
Chhatisgarh,1,2013,Male,7-9 Plus years,0,282,214,78
Chhatisgarh,1,2013,Male,5-6 Plus years,0,131,102,41
Chhatisgarh,1,2013,Male,2-4 Plus years,0,118,76,22
Chhatisgarh,1,2013,Male,1 Less than 2 years,0,87,64,12
Chhatisgarh,1,2013,Male,6 months less than 1 Yr.,0,52,46,16
Chhatisgarh,1,2013,Male,3 less than 6 months,0,35,20,5
Chhatisgarh,1,2013,Male,10  Less than 3 months,0,9,8,3
Goa,1,2013,Male,Capital Punishment,0,0,0,0
Goa,1,2013,Male,Life Imprisonment,0,0,39,5
Goa,1,2013,Male,10-13 Plus years,0,0,40,3
Goa,1,2013,Male,7-9 Plus years,0,0,6,0
Goa,1,2013,Male,5-6 Plus years,0,0,7,0
Goa,1,2013,Male,2-4 Plus years,0,0,9,0
Goa,1,2013,Male,1 Less than 2 years,0,0,3,1
Goa,1,2013,Male,6 months less than 1 Yr.,0,0,5,0
Goa,1,2013,Male,3 less than 6 months,0,0,2,0
Goa,1,2013,Male,10  Less than 3 months,0,0,0,0
Gujarat,1,2013,Male,Capital Punishment,0,1,15,2
Gujarat,1,2013,Male,Life Imprisonment,0,594,973,280
Gujarat,1,2013,Male,10-13 Plus years,0,241,208,90
Gujarat,1,2013,Male,7-9 Plus years,0,145,106,106
Gujarat,1,2013,Male,5-6 Plus years,0,100,106,38
Gujarat,1,2013,Male,2-4 Plus years,0,71,41,28
Gujarat,1,2013,Male,1 Less than 2 years,0,31,91,11
Gujarat,1,2013,Male,6 months less than 1 Yr.,0,62,128,15
Gujarat,1,2013,Male,3 less than 6 months,0,51,65,0
Gujarat,1,2013,Male,10  Less than 3 months,0,11,28,4
Haryana,1,2013,Male,Capital Punishment,0,4,6,0
Haryana,1,2013,Male,Life Imprisonment,0,1437,1521,433
Haryana,1,2013,Male,10-13 Plus years,0,482,571,152
Haryana,1,2013,Male,7-9 Plus years,0,509,300,82
Haryana,1,2013,Male,5-6 Plus years,0,228,153,53
Haryana,1,2013,Male,2-4 Plus years,0,144,144,35
Haryana,1,2013,Male,1 Less than 2 years,0,87,107,19
Haryana,1,2013,Male,6 months less than 1 Yr.,0,37,60,20
Haryana,1,2013,Male,3 less than 6 months,0,6,18,5
Haryana,1,2013,Male,10  Less than 3 months,0,17,31,4
Himachal Pradesh,1,2013,Male,Capital Punishment,0,1,0,0
Himachal Pradesh,1,2013,Male,Life Imprisonment,0,75,205,101
Himachal Pradesh,1,2013,Male,10-13 Plus years,0,88,139,31
Himachal Pradesh,1,2013,Male,7-9 Plus years,0,37,46,14
Himachal Pradesh,1,2013,Male,5-6 Plus years,0,20,34,9
Himachal Pradesh,1,2013,Male,2-4 Plus years,0,39,71,15
Himachal Pradesh,1,2013,Male,1 Less than 2 years,0,6,15,0
Himachal Pradesh,1,2013,Male,6 months less than 1 Yr.,0,5,8,0
Himachal Pradesh,1,2013,Male,3 less than 6 months,0,0,4,0
Himachal Pradesh,1,2013,Male,10  Less than 3 months,0,0,0,0
Jammu & Kashmir,1,2013,Male,Capital Punishment,0,2,3,1
Jammu & Kashmir,1,2013,Male,Life Imprisonment,0,23,136,37
Jammu & Kashmir,1,2013,Male,10-13 Plus years,0,19,35,15
Jammu & Kashmir,1,2013,Male,7-9 Plus years,0,8,25,2
Jammu & Kashmir,1,2013,Male,5-6 Plus years,0,3,6,1
Jammu & Kashmir,1,2013,Male,2-4 Plus years,0,15,19,1
Jammu & Kashmir,1,2013,Male,1 Less than 2 years,0,1,5,1
Jammu & Kashmir,1,2013,Male,6 months less than 1 Yr.,0,2,1,0
Jammu & Kashmir,1,2013,Male,3 less than 6 months,0,1,2,2
Jammu & Kashmir,1,2013,Male,10  Less than 3 months,0,2,2,0
Jharkhand,1,2013,Male,Capital Punishment,0,4,10,0
Jharkhand,1,2013,Male,Life Imprisonment,0,745,1727,451
Jharkhand,1,2013,Male,10-13 Plus years,0,108,214,107
Jharkhand,1,2013,Male,7-9 Plus years,0,89,140,59
Jharkhand,1,2013,Male,5-6 Plus years,0,40,55,13
Jharkhand,1,2013,Male,2-4 Plus years,0,42,73,6
Jharkhand,1,2013,Male,1 Less than 2 years,0,29,34,4
Jharkhand,1,2013,Male,6 months less than 1 Yr.,0,13,15,3
Jharkhand,1,2013,Male,3 less than 6 months,0,9,6,2
Jharkhand,1,2013,Male,10  Less than 3 months,0,2,3,1
Karnataka,1,2013,Male,Capital Punishment,0,4,32,5
Karnataka,1,2013,Male,Life Imprisonment,0,1347,1418,71
Karnataka,1,2013,Male,10-13 Plus years,0,71,137,5
Karnataka,1,2013,Male,7-9 Plus years,0,83,133,4
Karnataka,1,2013,Male,5-6 Plus years,0,81,57,2
Karnataka,1,2013,Male,2-4 Plus years,0,73,76,7
Karnataka,1,2013,Male,1 Less than 2 years,0,57,68,16
Karnataka,1,2013,Male,6 months less than 1 Yr.,0,61,71,7
Karnataka,1,2013,Male,3 less than 6 months,0,71,87,11
Karnataka,1,2013,Male,10  Less than 3 months,0,57,99,9
Kerala,1,2013,Male,Capital Punishment,0,0,15,0
Kerala,1,2013,Male,Life Imprisonment,0,0,66,57
Kerala,1,2013,Male,10-13 Plus years,0,65,114,92
Kerala,1,2013,Male,7-9 Plus years,0,147,212,192
Kerala,1,2013,Male,5-6 Plus years,0,180,254,192
Kerala,1,2013,Male,2-4 Plus years,0,112,201,126
Kerala,1,2013,Male,1 Less than 2 years,0,143,230,98
Kerala,1,2013,Male,6 months less than 1 Yr.,0,54,91,17
Kerala,1,2013,Male,3 less than 6 months,0,15,31,9
Kerala,1,2013,Male,10  Less than 3 months,0,8,0,3
Madhya Pradesh,1,2013,Male,Capital Punishment,0,9,13,6
Madhya Pradesh,1,2013,Male,Life Imprisonment,0,3891,5409,1285
Madhya Pradesh,1,2013,Male,10-13 Plus years,0,870,856,205
Madhya Pradesh,1,2013,Male,7-9 Plus years,0,473,443,146
Madhya Pradesh,1,2013,Male,5-6 Plus years,0,453,467,143
Madhya Pradesh,1,2013,Male,2-4 Plus years,0,303,232,38
Madhya Pradesh,1,2013,Male,1 Less than 2 years,0,244,160,49
Madhya Pradesh,1,2013,Male,6 months less than 1 Yr.,0,118,122,27
Madhya Pradesh,1,2013,Male,3 less than 6 months,0,77,71,19
Madhya Pradesh,1,2013,Male,10  Less than 3 months,0,96,107,21
Maharashtra,1,2013,Male,Capital Punishment,0,12,24,3
Maharashtra,1,2013,Male,Life Imprisonment,0,752,2224,1052
Maharashtra,1,2013,Male,10-13 Plus years,0,428,628,114
Maharashtra,1,2013,Male,7-9 Plus years,0,162,183,97
Maharashtra,1,2013,Male,5-6 Plus years,2,105,84,57
Maharashtra,1,2013,Male,2-4 Plus years,11,121,261,44
Maharashtra,1,2013,Male,1 Less than 2 years,13,81,75,47
Maharashtra,1,2013,Male,6 months less than 1 Yr.,1,86,110,54
Maharashtra,1,2013,Male,3 less than 6 months,0,111,153,26
Maharashtra,1,2013,Male,10  Less than 3 months,0,207,231,45
Manipur,1,2013,Male,Capital Punishment,0,0,0,0
Manipur,1,2013,Male,Life Imprisonment,0,13,7,9
Manipur,1,2013,Male,10-13 Plus years,0,0,4,0
Manipur,1,2013,Male,7-9 Plus years,0,0,0,0
Manipur,1,2013,Male,5-6 Plus years,0,0,2,0
Manipur,1,2013,Male,2-4 Plus years,0,8,15,3
Manipur,1,2013,Male,1 Less than 2 years,0,0,0,0
Manipur,1,2013,Male,6 months less than 1 Yr.,0,6,3,0
Manipur,1,2013,Male,3 less than 6 months,0,0,1,0
Manipur,1,2013,Male,10  Less than 3 months,0,4,2,0
Meghalaya,1,2013,Male,Capital Punishment,0,3,0,0
Meghalaya,1,2013,Male,Life Imprisonment,0,0,2,1
Meghalaya,1,2013,Male,10-13 Plus years,0,5,7,0
Meghalaya,1,2013,Male,7-9 Plus years,0,4,4,2
Meghalaya,1,2013,Male,5-6 Plus years,0,9,4,1
Meghalaya,1,2013,Male,2-4 Plus years,0,6,4,0
Meghalaya,1,2013,Male,1 Less than 2 years,0,7,6,0
Meghalaya,1,2013,Male,6 months less than 1 Yr.,0,1,1,0
Meghalaya,1,2013,Male,3 less than 6 months,0,2,0,0
Meghalaya,1,2013,Male,10  Less than 3 months,0,3,0,0
Mizoram,1,2013,Male,Capital Punishment,0,0,0,0
Mizoram,1,2013,Male,Life Imprisonment,0,18,16,5
Mizoram,1,2013,Male,10-13 Plus years,0,8,15,6
Mizoram,1,2013,Male,7-9 Plus years,0,10,20,3
Mizoram,1,2013,Male,5-6 Plus years,0,5,12,5
Mizoram,1,2013,Male,2-4 Plus years,0,18,16,3
Mizoram,1,2013,Male,1 Less than 2 years,0,21,20,1
Mizoram,1,2013,Male,6 months less than 1 Yr.,0,27,30,1
Mizoram,1,2013,Male,3 less than 6 months,0,29,38,2
Mizoram,1,2013,Male,10  Less than 3 months,0,29,40,4
Nagaland,1,2013,Male,Capital Punishment,0,0,0,0
Nagaland,1,2013,Male,Life Imprisonment,0,10,21,4
Nagaland,1,2013,Male,10-13 Plus years,0,5,3,1
Nagaland,1,2013,Male,7-9 Plus years,0,5,4,0
Nagaland,1,2013,Male,5-6 Plus years,0,5,2,0
Nagaland,1,2013,Male,2-4 Plus years,0,9,4,0
Nagaland,1,2013,Male,1 Less than 2 years,0,8,3,0
Nagaland,1,2013,Male,6 months less than 1 Yr.,0,1,0,0
Nagaland,1,2013,Male,3 less than 6 months,0,2,1,0
Nagaland,1,2013,Male,10  Less than 3 months,0,3,0,0
Orissa,1,2013,Male,Capital Punishment,0,0,0,0
Orissa,1,2013,Male,Life Imprisonment,0,683,646,365
Orissa,1,2013,Male,10-13 Plus years,0,231,256,93
Orissa,1,2013,Male,7-9 Plus years,0,220,168,55
Orissa,1,2013,Male,5-6 Plus years,0,114,118,34
Orissa,1,2013,Male,2-4 Plus years,0,119,110,12
Orissa,1,2013,Male,1 Less than 2 years,0,63,71,28
Orissa,1,2013,Male,6 months less than 1 Yr.,0,0,0,0
Orissa,1,2013,Male,3 less than 6 months,0,0,0,0
Orissa,1,2013,Male,10  Less than 3 months,0,0,0,0
Punjab,1,2013,Male,Capital Punishment,0,2,3,0
Punjab,1,2013,Male,Life Imprisonment,0,672,967,424
Punjab,1,2013,Male,10-13 Plus years,0,593,923,343
Punjab,1,2013,Male,7-9 Plus years,0,380,467,253
Punjab,1,2013,Male,5-6 Plus years,0,295,323,171
Punjab,1,2013,Male,2-4 Plus years,0,346,464,156
Punjab,1,2013,Male,1 Less than 2 years,0,271,350,108
Punjab,1,2013,Male,6 months less than 1 Yr.,0,183,253,62
Punjab,1,2013,Male,3 less than 6 months,0,108,145,50
Punjab,1,2013,Male,10  Less than 3 months,0,61,47,28
Rajasthan,1,2013,Male,Capital Punishment,0,0,3,0
Rajasthan,1,2013,Male,Life Imprisonment,0,891,1511,561
Rajasthan,1,2013,Male,10-13 Plus years,0,313,458,150
Rajasthan,1,2013,Male,7-9 Plus years,0,219,266,71
Rajasthan,1,2013,Male,5-6 Plus years,0,165,195,40
Rajasthan,1,2013,Male,2-4 Plus years,0,146,205,52
Rajasthan,1,2013,Male,1 Less than 2 years,0,75,138,23
Rajasthan,1,2013,Male,6 months less than 1 Yr.,0,59,81,19
Rajasthan,1,2013,Male,3 less than 6 months,0,28,70,24
Rajasthan,1,2013,Male,10  Less than 3 months,0,19,23,20
Sikkim,1,2013,Male,Capital Punishment,0,0,0,0
Sikkim,1,2013,Male,Life Imprisonment,0,1,29,5
Sikkim,1,2013,Male,10-13 Plus years,0,0,5,2
Sikkim,1,2013,Male,7-9 Plus years,0,0,12,0
